,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
923,WCW Nitro,PS,1998.0,Fighting,1.42,0.36,0.03,0.07,,,
926,FIFA 2000,PS,1998.0,Sports,0.22,1.47,0.04,0.14,,,
934,The Legend of Dragoon,PS,1999.0,Role-Playing,0.94,0.44,0.39,0.1,74.0,8.4,T
939,Chrono Cross,PS,1999.0,Role-Playing,0.62,0.42,0.69,0.12,94.0,8.1,T
951,Jet Moto,PS,1996.0,Racing,1.33,0.4,0.03,0.07,,,
956,Air Combat,PS,1995.0,Simulation,0.92,0.33,0.52,0.05,,,
973,NFL GameDay 2000,PS,1999.0,Sports,1.0,0.68,0.0,0.12,,,
982,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,1.12,0.58,0.0,0.08,,,
992,WWF Attitude,PS,1998.0,Fighting,1.27,0.42,0.0,0.07,,,
1004,Madden NFL 2000,PS,1998.0,Sports,1.68,0.04,0.0,0.04,,,
1019,Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,0.72,0.89,0.04,0.1,,,
1025,Madden NFL 99,PS,1998.0,Sports,1.66,0.04,0.0,0.04,,,
1029,Twisted Metal III,PS,1998.0,Action,1.48,0.2,0.0,0.05,,,
1042,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,0.99,0.64,0.0,0.08,,,
1061,Jampack Winter '99,PS,1999.0,Misc,0.94,0.64,0.0,0.11,,,
1064,WCW/NWO Thunder,PS,1998.0,Fighting,1.1,0.48,0.04,0.07,,,
1073,NFL GameDay 98,PS,1997.0,Sports,1.58,0.06,0.0,0.04,,,
1077,Time Crisis,PS,1997.0,Shooter,0.38,0.87,0.33,0.1,,,
1085,Madden NFL 2001,PS,2000.0,Sports,1.58,0.05,0.0,0.04,90.0,6.8,E
1088,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,1.09,0.49,0.02,0.07,87.0,8.3,E
1120,Tom Clancy's Rainbow Six,PS,1999.0,Shooter,0.93,0.63,0.0,0.08,,,
1132,Ape Escape,PS,1999.0,Platform,0.71,0.48,0.32,0.11,90.0,8.8,E
1140,Sled Storm,PS,1998.0,Racing,0.9,0.61,0.0,0.11,,,
1156,Silent Hill,PS,1999.0,Action,0.71,0.48,0.3,0.1,86.0,9.2,M
1163,Soul Edge,PS,1996.0,Fighting,0.61,0.41,0.46,0.1,,,
1166,NASCAR 2000,PS,1999.0,Racing,0.88,0.6,0.0,0.1,,,
1171,Jampack Summer 2K,PS,2000.0,Misc,0.88,0.6,0.0,0.1,,,
1194,Twisted Metal,PS,1995.0,Action,1.32,0.19,0.0,0.05,,,
1205,Spider-Man 2: Enter: Electro,PS,2001.0,Action,0.57,0.87,0.02,0.09,74.0,8.7,E
1218,Die Hard Trilogy,PS,1996.0,Shooter,0.85,0.58,0.0,0.1,,,
1223,NFL GameDay 99,PS,1998.0,Sports,1.44,0.05,0.0,0.04,,,
1226,Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,0.85,0.58,0.0,0.1,,,
1229,Knockout Kings,PS,1997.0,Fighting,1.07,0.39,0.0,0.06,,,
1232,NASCAR 98,PS,1996.0,Racing,1.43,0.05,0.0,0.04,,,
1235,NASCAR 99,PS,1998.0,Racing,1.45,0.04,0.0,0.04,,,
1237,NBA Live 2000,PS,1998.0,Sports,1.43,0.05,0.0,0.03,,,
1247,Simpsons Wrestling,PS,2001.0,Fighting,0.23,1.16,0.0,0.11,,,
1248,NBA Live 98,PS,1997.0,Sports,1.41,0.06,0.0,0.04,,,
1250,Monopoly,PS,1997.0,Misc,1.18,0.27,0.0,0.05,,,
1257,NFL Blitz,PS,1998.0,Sports,1.41,0.05,0.0,0.04,,,
1265,Pac-Man World,PS,1998.0,Action,1.21,0.14,0.1,0.04,,,
1297,Xenogears,PS,1998.0,Role-Playing,0.29,0.19,0.89,0.1,84.0,8.4,T
1301,Triple Play 99,PS,,Sports,0.81,0.55,0.0,0.1,,,
1306,Mortal Kombat 4,PS,1998.0,Fighting,0.81,0.55,0.0,0.1,,,
1310,WCW vs the World,PS,1998.0,Fighting,1.17,0.2,0.04,0.05,,,
1335,Frogger 2: Swampy's Revenge,PS,1999.0,Action,0.8,0.54,0.0,0.09,77.0,7.9,E
1343,Triple Play 2000,PS,1999.0,Sports,0.79,0.54,0.0,0.09,,,
1369,Knockout Kings 2000,PS,1999.0,Fighting,1.02,0.34,0.0,0.05,,,
1379,2Xtreme,PS,1996.0,Sports,1.15,0.2,0.0,0.05,,,
1387,Madden NFL 2002,PS,2001.0,Sports,0.78,0.53,0.0,0.09,88.0,8,E
1404,Duke Nukem: Time to Kill,PS,1998.0,Shooter,0.77,0.54,0.0,0.07,,,
1410,A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,0.76,0.52,0.0,0.09,,,
1429,Dance Dance Revolution (Japan),PS,1999.0,Simulation,0.0,0.0,1.26,0.09,,,
1431,Madden NFL 98,PS,1997.0,Sports,1.29,0.03,0.0,0.03,,,
1440,SaGa Frontier,PS,1997.0,Role-Playing,0.15,0.04,1.07,0.09,,,
1473,Triple Play 2001,PS,2000.0,Sports,0.74,0.5,0.0,0.09,,,
1483,TOCA 2: Touring Cars,PS,1998.0,Racing,0.03,1.16,0.02,0.11,,,
1486,Fighting Force,PS,1997.0,Fighting,0.73,0.5,0.0,0.09,,,
1491,Madden NFL 97,PS,1996.0,Sports,0.73,0.5,0.0,0.09,,,
1493,TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,0.73,0.5,0.0,0.09,,,
1500,Rugrats Studio Tour,PS,1999.0,Adventure,0.57,0.67,0.0,0.07,,,
1513,Test Drive 5,PS,1997.0,Racing,1.05,0.2,0.0,0.05,,,
1516,Digimon World,PS,1999.0,Role-Playing,0.56,0.38,0.28,0.08,,,
1540,Army Men 3D,PS,1999.0,Action,1.1,0.14,0.0,0.04,,,
1542,Twisted Metal 4,PS,1999.0,Racing,1.07,0.16,0.0,0.04,,,
1546,Castlevania: Symphony of the Night,PS,1997.0,Platform,0.58,0.4,0.21,0.08,93.0,9.4,T
1554,Road Rash,PS,1995.0,Racing,0.71,0.48,0.0,0.08,,,
1567,Battle Arena Toshinden,PS,1994.0,Fighting,0.39,0.26,0.53,0.08,69.0,6.3,T
1573,Devil Dice,PS,1998.0,Puzzle,0.05,0.03,1.1,0.08,,,
1575,Brian Lara Cricket,PS,1998.0,Sports,0.02,1.13,0.01,0.1,,,
1577,Wheel of Fortune,PS,1998.0,Misc,0.99,0.22,0.0,0.04,,,
1582,NBA Live 2001,PS,2000.0,Sports,0.7,0.47,0.0,0.08,86.0,8,E
1590,Reel Fishing,PS,1996.0,Sports,0.99,0.13,0.1,0.04,,,
1601,Road Rash 3D,PS,1998.0,Racing,1.05,0.16,0.0,0.04,,,
1605,Oddworld: Abe's Oddysee,PS,1997.0,Platform,0.75,0.44,0.0,0.06,85.0,9,T
1621,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003.0,Misc,0.69,0.47,0.0,0.08,,,
1626,Vigilante 8,PS,1998.0,Racing,0.68,0.47,0.0,0.08,,,
1638,Intelligent Qube,PS,1997.0,Puzzle,0.13,0.07,1.0,0.02,,,
1643,NBA Live 99,PS,1997.0,Sports,1.13,0.05,0.0,0.03,,,
1644,Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,0.0,0.0,1.14,0.08,,,
1646,SimCity 2000,PS,1996.0,Simulation,0.68,0.46,0.0,0.08,,,
1648,WCW Mayhem,PS,1998.0,Fighting,0.68,0.46,0.0,0.08,,,
1659,Star Wars Episode 1: Jedi Power Battles,PS,1999.0,Action,0.66,0.48,0.01,0.06,,,
1660,Dino Crisis 2,PS,2000.0,Action,0.34,0.49,0.28,0.1,86.0,9,M
1662,Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,0.0,0.0,1.2,0.01,,,
1669,Test Drive 4,PS,1997.0,Racing,0.67,0.46,0.0,0.08,,,
1688,Nuclear Strike,PS,1997.0,Simulation,0.66,0.45,0.0,0.08,,,
1698,The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,0.99,0.16,0.0,0.04,,,
1706,Metal Gear Solid VR Missions,PS,1999.0,Adventure,0.66,0.45,0.0,0.08,,,
1718,Soviet Strike,PS,1996.0,Simulation,0.65,0.44,0.0,0.08,,,
1732,Cool Boarders 4,PS,1998.0,Sports,0.65,0.44,0.0,0.08,,,
1734,Rage Racer,PS,1996.0,Racing,0.16,0.11,0.83,0.08,,,
1738,Destruction Derby 2,PS,1996.0,Racing,0.65,0.44,0.0,0.08,,,
1743,Bushido Blade,PS,1997.0,Fighting,0.39,0.27,0.43,0.08,83.0,7.9,T
1751,Test Drive: Off Road,PS,1997.0,Racing,0.65,0.44,0.0,0.08,,,
1776,Asteroids,PS,1998.0,Shooter,0.64,0.43,0.0,0.07,,,
1777,Puyo Puyo Sun Ketteiban,PS,1997.0,Puzzle,0.0,0.0,1.07,0.07,,,
1778,Action Bass,PS,2000.0,Action,0.64,0.43,0.0,0.07,51.0,tbd,E
1781,Brave Fencer Musashi,PS,1998.0,Role-Playing,0.25,0.17,0.65,0.07,81.0,8.5,E
1804,Derby Stallion 99,PS,1999.0,Sports,0.0,0.0,1.06,0.07,,,
1813,Jampack Winter '98,PS,1998.0,Misc,0.63,0.43,0.0,0.07,,,
1844,Arc the Lad,PS,1995.0,Role-Playing,0.0,0.0,1.1,0.01,,,
1845,Legend of Mana,PS,1999.0,Role-Playing,0.18,0.13,0.73,0.07,,,
1853,Triple Play 98,PS,1997.0,Sports,0.61,0.42,0.0,0.07,,,
1870,Star Ocean: The Second Story,PS,1998.0,Role-Playing,0.26,0.1,0.72,0.02,80.0,8.5,E
1878,BeatMania,PS,1998.0,Simulation,0.0,0.0,1.07,0.02,,,
1886,Densha De Go!,PS,1997.0,Simulation,0.0,0.0,1.02,0.07,,,
1891,NFL Blitz 2000,PS,1998.0,Sports,0.6,0.41,0.0,0.07,,,
1906,Ready 2 Rumble Boxing,PS,1998.0,Sports,0.6,0.41,0.0,0.07,,,
1913,Doko Demo Issyo,PS,1999.0,Misc,0.0,0.0,1.0,0.07,,,
1925,NHL 99,PS,1997.0,Sports,0.59,0.4,0.0,0.07,,,
1930,Ridge Racer Revolution,PS,1995.0,Racing,0.17,0.12,0.71,0.07,,,
1935,Hot Wheels Turbo Racing,PS,1999.0,Racing,0.59,0.4,0.0,0.07,,,
1936,NCAA Football 99,PS,1998.0,Sports,0.59,0.4,0.0,0.07,,,
1942,Simple 1500 Series Vol. 1: The Mahjong,PS,1998.0,Misc,0.0,0.0,0.99,0.07,,,
1946,Worms Armageddon,PS,1999.0,Strategy,0.18,0.81,0.0,0.08,,,
1970,Arc the Lad II,PS,1996.0,Role-Playing,0.0,0.0,0.92,0.13,,,
1977,Dave Mirra Freestyle BMX,PS,2000.0,Sports,0.91,0.11,0.0,0.03,82.0,8.4,E
1981,Monster Rancher 2,PS,1998.0,Simulation,0.19,0.13,0.66,0.07,83.0,,E
1984,Legacy of Kain: Soul Reaver,PS,,Action,0.58,0.4,0.0,0.07,91.0,9,T
1986,Tales of Destiny,PS,1997.0,Role-Playing,0.09,0.06,0.83,0.07,,,
1988,ATV: Quad Power Racing,PS,2000.0,Racing,0.58,0.39,0.0,0.07,42.0,tbd,E
1989,Mega Man X4,PS,1996.0,Action,0.45,0.3,0.22,0.07,,,
1994,Jeremy McGrath Supercross 98,PS,1998.0,Racing,0.91,0.1,0.0,0.03,,,
2015,Street Fighter Alpha 3,PS,1998.0,Fighting,0.38,0.12,0.51,0.02,93.0,8.5,T
2028,The Lost World: Jurassic Park,PS,1997.0,Action,0.57,0.39,0.0,0.07,,,
2041,Pong: The Next Level,PS,1998.0,Puzzle,0.56,0.38,0.0,0.07,,,
2054,Monster Rancher,PS,1997.0,Simulation,0.12,0.08,0.74,0.07,86.0,8.3,
2058,Breath of Fire III,PS,1997.0,Role-Playing,0.29,0.19,0.46,0.07,,,
2070,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,0.56,0.38,0.0,0.07,,,
2071,NFL GameDay 2001,PS,2000.0,Sports,0.56,0.38,0.0,0.07,73.0,tbd,E
2072,NBA Live 97,PS,1996.0,Sports,0.55,0.38,0.0,0.07,,,
2075,Jampack Winter 2000,PS,2000.0,Misc,0.55,0.38,0.0,0.07,,,
2083,Oddworld: Abe's Exoddus,PS,1998.0,Platform,0.55,0.38,0.0,0.06,88.0,9.1,T
2134,Medal of Honor: Underground,PS,2000.0,Shooter,0.54,0.37,0.0,0.06,86.0,9,T
2140,Jampack Summer '99,PS,1999.0,Misc,0.54,0.36,0.0,0.06,,,
2141,Dance Dance Revolution 2nd ReMIX,PS,1999.0,Simulation,0.0,0.0,0.9,0.06,,,
2170,Wild ARMs,PS,1996.0,Role-Playing,0.26,0.17,0.46,0.06,,,
2175,NCAA Football 2000,PS,1999.0,Sports,0.53,0.36,0.0,0.06,,,
2189,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996.0,Misc,0.52,0.36,0.0,0.06,,,
2196,SaGa Frontier 2,PS,1999.0,Role-Playing,0.1,0.07,0.71,0.06,,,
2202,MLB 2000,PS,1999.0,Sports,0.52,0.35,0.0,0.06,,,
2234,SnoCross Championship Racing,PS,1999.0,Racing,0.52,0.35,0.0,0.06,66.0,tbd,E
2243,007: The World is not Enough,PS,2000.0,Action,0.51,0.35,0.0,0.06,61.0,6.7,T
2250,NHL 98,PS,1997.0,Sports,0.51,0.35,0.0,0.06,,,
2251,Space Jam,PS,1996.0,Sports,0.51,0.35,0.0,0.06,,,
2261,Tobal No.1,PS,1996.0,Fighting,0.12,0.08,0.66,0.06,,,
2278,Colin McRae Rally 2.0,PS,2000.0,Racing,0.02,0.8,0.02,0.07,90.0,8.7,E
2300,Destruction Derby,PS,1995.0,Racing,0.5,0.34,0.0,0.06,,,
2304,3Xtreme,PS,1999.0,Action,0.5,0.34,0.0,0.06,,,
2336,Ace Combat 2,PS,1997.0,Simulation,0.16,0.11,0.56,0.06,83.0,8.2,T
2344,MLB 2001,PS,2000.0,Sports,0.49,0.34,0.0,0.06,,,
2354,Mega Man 8 Anniversary Collector's Edition,PS,1996.0,Platform,0.44,0.3,0.09,0.06,,,
2365,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996.0,Shooter,0.49,0.33,0.0,0.06,,,
2378,Spec Ops: Ranger Elite,PS,2001.0,Shooter,0.49,0.33,0.0,0.06,48.0,6.6,T
2379,Gex,PS,1995.0,Platform,0.49,0.33,0.0,0.06,,,
2386,Need for Speed: V-Rally,PS,1997.0,Racing,0.43,0.29,0.09,0.06,,,
2392,NFL GameDay '97,PS,1996.0,Sports,0.48,0.33,0.0,0.06,,,
2395,NHL 2000,PS,1998.0,Sports,0.48,0.33,0.0,0.06,,,
2406,Vagrant Story,PS,2000.0,Role-Playing,0.3,0.2,0.3,0.06,92.0,8.3,T
2420,Ford Racing,PS,2001.0,Racing,0.48,0.33,0.0,0.06,53.0,5.8,E
2423,MLB 99,PS,1998.0,Sports,0.48,0.32,0.0,0.06,,,
2427,Army Men: Air Attack,PS,1999.0,Action,0.47,0.32,0.0,0.06,,,
2432,Street Fighter Alpha 2,PS,1996.0,Fighting,0.14,0.09,0.57,0.06,,,
2437,Rampage World Tour,PS,1997.0,Action,0.47,0.32,0.0,0.06,,,
2443,NFL GameDay,PS,1995.0,Sports,0.47,0.32,0.0,0.06,,,
2463,Rocket Power: Team Rocket Rescue,PS,2001.0,Sports,0.47,0.32,0.0,0.05,,,
2474,Q*bert,PS,1999.0,Puzzle,0.46,0.32,0.0,0.05,,,
2477,Ace Combat 3: Electrosphere,PS,1999.0,Simulation,0.22,0.15,0.4,0.05,,,
2489,The Game of Life,PS,1998.0,Misc,0.46,0.31,0.0,0.05,,,
2490,Mega Man Legends,PS,1997.0,Adventure,0.39,0.26,0.12,0.05,,,
2495,MediEvil,PS,1998.0,Platform,0.46,0.31,0.0,0.05,,,
2496,Casper,PS,1996.0,Adventure,0.46,0.31,0.0,0.05,,,
2528,Tales of Destiny II,PS,2000.0,Role-Playing,0.06,0.04,0.66,0.05,78.0,8.7,T
2530,NASCAR 2001,PS,2000.0,Racing,0.45,0.31,0.0,0.05,73.0,6.1,E
2533,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,0.0,0.0,0.76,0.05,,,
2535,Valkyrie Profile,PS,1999.0,Role-Playing,0.07,0.05,0.63,0.05,81.0,8.8,T
2546,The Next Tetris,PS,1998.0,Puzzle,0.45,0.31,0.0,0.05,,,
2549,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,0.0,0.0,0.75,0.05,,,
2554,Who wants to be a millionaire,PS,2000.0,Misc,0.45,0.3,0.0,0.05,,,
2558,Moto Racer,PS,1997.0,Racing,0.45,0.3,0.0,0.05,,,
2562,Final Fantasy Anthology,PS,1999.0,Role-Playing,0.45,0.3,0.0,0.05,80.0,8.1,T
2570,Super Robot Taisen α,PS,2000.0,Strategy,0.0,0.0,0.75,0.05,,,
2582,Ridge Racer,PS,1994.0,Racing,0.0,0.0,0.74,0.05,,,
2586,Momotarou Dentetsu 7,PS,1997.0,Simulation,0.0,0.0,0.74,0.05,,,
2588,Motocross Mania,PS,2001.0,Racing,0.44,0.3,0.0,0.05,34.0,5.3,E
2618,Doom,PS,1994.0,Shooter,0.43,0.3,0.0,0.05,,,
2624,Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,0.43,0.3,0.0,0.05,,,
2627,Battle Stations,PS,1997.0,Strategy,0.43,0.29,0.0,0.05,,,
2638,NBA ShootOut 98,PS,1998.0,Sports,0.43,0.29,0.0,0.05,,,
2643,Andretti Racing,PS,1996.0,Racing,0.43,0.29,0.0,0.05,,,
2644,Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,0.43,0.29,0.0,0.05,,,
2651,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,0.43,0.29,0.0,0.05,78.0,8.5,E
2674,Formula 1,PS,1996.0,Racing,0.18,0.12,0.42,0.05,,,
2683,Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,0.17,0.11,0.43,0.05,,,
2684,ISS Pro Evolution,PS,1998.0,Sports,0.0,0.0,0.71,0.05,94.0,8.7,E
2716,Mega Man X5,PS,2000.0,Platform,0.3,0.21,0.2,0.05,76.0,8.9,E
2731,Street Fighter EX Plus Alpha,PS,1997.0,Fighting,0.28,0.19,0.23,0.05,,,
2769,Jet Moto 3,PS,1999.0,Racing,0.41,0.28,0.0,0.05,,,
2788,FIFA: Road to World Cup 98,PS,1997.0,Sports,0.14,0.09,0.46,0.05,,,
2800,Croc 2,PS,1999.0,Platform,0.41,0.28,0.0,0.05,,,
2825,SD Gundam G Generation,PS,1998.0,Strategy,0.0,0.0,0.67,0.05,,,
2828,Area 51,PS,1996.0,Shooter,0.4,0.27,0.0,0.05,,,
2836,Test Drive 6,PS,1999.0,Racing,0.4,0.27,0.0,0.05,,,
2841,X-Men: Mutant Academy 2,PS,2001.0,Fighting,0.4,0.27,0.0,0.05,72.0,8.4,T
2858,Fear Effect,PS,1998.0,Action,0.4,0.27,0.0,0.05,,,
2869,Resident Evil: Survivor,PS,2000.0,Action,0.23,0.15,0.29,0.05,39.0,7,M
2873,Jeremy McGrath Supercross 2000,PS,2000.0,Racing,0.4,0.27,0.0,0.05,43.0,tbd,E
2888,Battle Arena Toshinden 2,PS,1995.0,Fighting,0.15,0.1,0.41,0.05,,,
2891,Jeopardy!,PS,1997.0,Misc,0.39,0.27,0.0,0.05,,,
2892,South Park,PS,1998.0,Shooter,0.39,0.27,0.0,0.05,,,
2902,Command & Conquer: Red Alert Retaliation,PS,1998.0,Strategy,0.39,0.27,0.0,0.05,,,
2911,NCAA Football 98,PS,1997.0,Sports,0.39,0.27,0.0,0.05,,,
2915,Chocobo's Dungeon 2,PS,1998.0,Role-Playing,0.04,0.03,0.58,0.05,,,
2921,NCAA Football 2001,PS,2000.0,Sports,0.39,0.26,0.0,0.05,,,
2937,Moto Racer 2,PS,1997.0,Racing,0.39,0.26,0.0,0.05,,,
2953,NFL Xtreme,PS,1998.0,Sports,0.38,0.26,0.0,0.05,,,
2970,Star Wars: Masters of Teras Kasi,PS,1997.0,Action,0.38,0.26,0.0,0.04,,,
2977,Mortal Kombat Mythologies: Sub-Zero,PS,1997.0,Fighting,0.38,0.26,0.0,0.04,,,
2984,Bushido Blade 2,PS,1998.0,Fighting,0.25,0.17,0.22,0.04,,,
