,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
220,God of War III,PS3,2010.0,Action,2.74,1.33,0.12,0.61,92.0,8.7,M
255,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,1.56,1.93,0.19,0.68,,4.8,M
256,Resistance: Fall of Man,PS3,2006.0,Shooter,1.74,1.72,0.14,0.75,86.0,8.1,M
264,FIFA 15,PS3,2014.0,Sports,0.58,3.02,0.04,0.64,,4.5,E
267,Batman: Arkham Asylum,PS3,2009.0,Action,2.24,1.31,0.07,0.61,91.0,8.9,T
269,Assassin's Creed: Revelations,PS3,2011.0,Action,1.41,2.01,0.1,0.7,80.0,7.5,M
276,Gran Turismo 5 Prologue,PS3,2007.0,Racing,1.28,1.82,0.57,0.52,80.0,7.1,E
280,Street Fighter IV,PS3,2009.0,Fighting,2.03,1.04,0.58,0.52,94.0,7.3,T
307,Fallout 3,PS3,2008.0,Role-Playing,2.15,1.13,0.07,0.59,90.0,8,M
317,MotorStorm,PS3,2006.0,Racing,1.53,1.6,0.06,0.67,84.0,7.4,T
320,Sports Champions,PS3,2010.0,Sports,2.13,1.12,0.1,0.5,76.0,7.9,E10+
337,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,1.33,1.68,0.13,0.57,88.0,8.1,M
352,FIFA Soccer 10,PS3,2009.0,Sports,0.6,2.45,0.05,0.52,91.0,7.6,E
378,Battlefield 4,PS3,2013.0,Shooter,1.3,1.42,0.27,0.5,80.0,5.8,M
394,LittleBigPlanet 2,PS3,2011.0,Platform,1.83,1.05,0.06,0.46,91.0,8.4,E
401,Far Cry 3,PS3,2012.0,Shooter,0.88,1.7,0.1,0.67,90.0,8.5,M
421,Gran Turismo 6,PS3,2013.0,Racing,0.72,1.67,0.4,0.44,81.0,7.7,E
433,L.A. Noire,PS3,2011.0,Adventure,1.27,1.29,0.12,0.49,89.0,7.7,M
445,Fallout: New Vegas,PS3,2010.0,Role-Playing,1.52,1.03,0.1,0.46,82.0,7.8,M
447,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,1.69,0.85,0.14,0.43,93.0,8,M
449,Resident Evil 6,PS3,2012.0,Shooter,0.88,0.94,0.88,0.4,74.0,5.4,M
463,Heavy Rain,PS3,2010.0,Adventure,1.29,1.21,0.06,0.47,87.0,7.7,M
470,Killzone 2,PS3,2009.0,Shooter,1.4,1.06,0.08,0.47,91.0,8.1,M
485,Battlefield: Bad Company 2,PS3,2010.0,Shooter,1.33,1.1,0.08,0.44,88.0,8.5,M
491,inFAMOUS,PS3,2009.0,Action,1.76,0.68,0.12,0.37,85.0,8.3,T
513,Mortal Kombat,PS3,2011.0,Fighting,1.98,0.53,0.0,0.34,84.0,8.4,M
518,Assassin's Creed: Brotherhood,PS3,2010.0,Action,1.87,0.55,0.11,0.29,90.0,8.2,M
522,Medal of Honor,PS3,2010.0,Shooter,1.28,1.04,0.07,0.42,75.0,7.5,M
523,Need for Speed: Most Wanted,PS3,2012.0,Racing,0.71,1.46,0.06,0.58,,,
536,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,1.05,1.23,0.03,0.47,89.0,7.2,E10+
541,Killzone 3,PS3,2011.0,Shooter,1.45,0.86,0.09,0.38,84.0,7.9,M
548,Tekken 6,PS3,2009.0,Fighting,1.2,0.97,0.17,0.42,79.0,7.4,T
552,FIFA 16,PS3,2015.0,Sports,0.41,1.84,0.05,0.4,,3.2,E
575,Need for Speed: Shift,PS3,2009.0,Racing,0.69,1.4,0.04,0.52,84.0,6.9,E
578,Final Fantasy XIII-2,PS3,2011.0,Role-Playing,0.78,0.73,0.89,0.23,79.0,6.6,T
589,God of War Collection,PS3,2009.0,Action,1.7,0.44,0.06,0.4,91.0,8.7,M
592,FIFA Soccer 09,PS3,2008.0,Sports,0.48,1.63,0.04,0.43,87.0,7.5,E
599,Ratchet & Clank Future: Tools of Destruction,PS3,2007.0,Platform,0.93,1.1,0.08,0.45,,,
604,Madden NFL 13,PS3,2012.0,Sports,2.11,0.22,0.0,0.23,83.0,5.5,E
628,NBA 2K13,PS3,2012.0,Sports,1.73,0.43,0.05,0.27,90.0,8,E
629,Saints Row: The Third,PS3,2011.0,Action,0.86,1.04,0.18,0.38,82.0,7.7,M
630,Resistance 2,PS3,2008.0,Shooter,1.15,0.84,0.1,0.38,87.0,6.1,M
634,Midnight Club: Los Angeles,PS3,2008.0,Racing,1.56,0.53,0.05,0.31,82.0,8.2,T
646,Tomb Raider (2013),PS3,2013.0,Action,0.6,1.26,0.08,0.48,,,
649,pro evolution soccer 2011,PS3,2010.0,Sports,0.29,1.17,0.54,0.41,77.0,6.8,E
661,Madden NFL 11,PS3,2010.0,Sports,2.04,0.15,0.0,0.2,83.0,6.1,E
670,Madden NFL 10,PS3,2009.0,Sports,2.03,0.13,0.0,0.21,85.0,6.8,E
692,Batman: Arkham Origins,PS3,2013.0,Action,1.07,0.8,0.04,0.38,76.0,7.7,T
695,LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,1.02,0.9,0.0,0.36,80.0,6.7,E10+
697,Pro Evolution Soccer 2010,PS3,2009.0,Sports,0.3,1.27,0.46,0.26,78.0,6.7,E
704,Dead Island,PS3,2011.0,Action,1.08,0.73,0.15,0.31,71.0,6.6,M
707,Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,1.34,0.6,0.0,0.31,80.0,8.6,E10+
713,Madden NFL 12,PS3,2011.0,Sports,1.93,0.15,0.0,0.17,79.0,5.5,E
714,God of War: Ascension,PS3,2013.0,Action,1.23,0.63,0.04,0.35,80.0,7.5,M
715,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,1.4,0.53,0.02,0.3,83.0,7.8,T
727,Borderlands 2,PS3,2012.0,Shooter,1.05,0.72,0.1,0.35,91.0,8.2,M
734,Star Wars: The Force Unleashed,PS3,2008.0,Action,1.01,0.85,0.0,0.35,71.0,6.6,T
750,Pro Evolution Soccer 2012,PS3,2011.0,Action,0.34,0.96,0.55,0.33,80.0,6.6,E
768,Hitman: Absolution,PS3,2012.0,Action,0.59,1.05,0.07,0.44,83.0,7.5,M
780,NBA 2K12,PS3,2011.0,Sports,1.62,0.26,0.05,0.18,90.0,6.7,E
783,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,0.11,1.33,0.4,0.26,,,
785,NBA 2K14,PS3,2013.0,Sports,1.44,0.31,0.04,0.32,84.0,4.9,E
792,Borderlands,PS3,2009.0,Shooter,1.2,0.6,0.0,0.29,83.0,7.9,M
828,Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,0.6,0.96,0.13,0.36,,,
830,Need For Speed: Undercover,PS3,2008.0,Racing,0.63,1.0,0.05,0.38,59.0,5.9,T
835,Need for Speed: ProStreet,PS3,2007.0,Racing,0.73,0.91,0.04,0.36,73.0,6,E10+
845,Dark Souls,PS3,2011.0,Role-Playing,0.75,0.51,0.54,0.22,89.0,8.7,M
849,Need for Speed: The Run,PS3,2011.0,Action,0.58,1.04,0.03,0.36,64.0,6.4,T
853,Dead Space,PS3,2008.0,Action,1.05,0.66,0.0,0.29,88.0,8.8,M
854,Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,1.48,0.28,0.0,0.23,76.0,7.1,T
860,Skate 3,PS3,2010.0,Sports,0.79,0.88,0.0,0.32,80.0,7.6,T
880,Burnout Paradise,PS3,2008.0,Racing,1.01,0.62,0.02,0.29,87.0,7.7,E10+
884,The Sims 3,PS3,2010.0,Simulation,0.73,0.89,0.02,0.3,78.0,6.4,T
904,Guitar Hero: World Tour,PS3,2008.0,Misc,1.1,0.55,0.0,0.27,84.0,7.5,T
907,Diablo III,PS3,2013.0,Role-Playing,0.72,0.75,0.15,0.29,86.0,6.4,M
914,Madden NFL 09,PS3,2008.0,Sports,1.56,0.14,0.0,0.18,85.0,4.4,E
927,Madden NFL 25,PS3,2013.0,Sports,1.6,0.03,0.0,0.24,76.0,4.1,E
930,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,1.05,0.53,0.03,0.26,,,
943,Max Payne 3,PS3,2012.0,Shooter,0.59,0.89,0.06,0.3,87.0,7.8,M
945,LEGO Marvel Super Heroes,PS3,2013.0,Action,0.77,0.76,0.01,0.29,82.0,7.9,E10+
958,inFAMOUS 2,PS3,2011.0,Action,1.05,0.47,0.08,0.22,83.0,8.4,T
963,Demon's Souls,PS3,2009.0,Role-Playing,0.97,0.33,0.35,0.17,89.0,8.9,M
974,NBA 2K11,PS3,2010.0,Action,1.41,0.2,0.03,0.16,89.0,7.6,E
993,UFC 2009 Undisputed,PS3,2009.0,Fighting,1.07,0.44,0.01,0.24,84.0,8.1,T
1008,Just Cause 2,PS3,2010.0,Action,0.45,0.92,0.06,0.32,83.0,8,M
1013,FIFA Soccer 08,PS3,2007.0,Sports,0.35,1.06,0.02,0.31,81.0,7.1,E
1018,Kingdom Hearts,PS3,2013.0,Role-Playing,0.9,0.35,0.25,0.24,,,
1021,Watch Dogs,PS3,2014.0,Action,0.56,0.81,0.1,0.27,,5.1,M
1023,Dragon's Dogma,PS3,2012.0,Role-Playing,0.41,0.44,0.72,0.17,78.0,8.3,M
1052,Portal 2,PS3,2011.0,Shooter,0.83,0.6,0.02,0.24,95.0,8.4,E10+
1060,BioShock Infinite,PS3,2013.0,Shooter,0.72,0.65,0.04,0.28,94.0,8.5,M
1062,Call of Duty: Black Ops 3,PS3,2015.0,Shooter,0.49,0.87,0.07,0.26,,,
1075,Saints Row 2,PS3,2008.0,Action,0.88,0.54,0.02,0.25,82.0,7.9,M
1091,Dragon Age: Origins,PS3,2009.0,Role-Playing,0.96,0.42,0.08,0.21,87.0,7.9,M
1094,Fight Night Round 3,PS3,2006.0,Fighting,0.81,0.58,0.01,0.26,83.0,7.9,T
1114,Heavenly Sword,PS3,2007.0,Action,0.57,0.72,0.06,0.29,79.0,8.3,T
1127,Beyond: Two Souls,PS3,2013.0,Adventure,0.52,0.8,0.06,0.26,70.0,8.1,M
1141,Destiny,PS3,2014.0,Shooter,0.68,0.56,0.12,0.25,,4.5,T
1142,Rock Band,PS3,,Misc,0.99,0.41,0.0,0.22,92.0,8.4,T
1165,Pro Evolution Soccer 2008,PS3,2007.0,Sports,0.04,1.1,0.32,0.13,74.0,6.1,E
1172,Sonic Generations,PS3,2011.0,Platform,0.6,0.69,0.02,0.26,76.0,8.2,E
1175,Devil May Cry 4,PS3,2008.0,Action,0.58,0.45,0.34,0.2,84.0,8.2,M
1211,BioShock 2,PS3,2010.0,Shooter,0.85,0.46,0.02,0.22,88.0,8.2,M
1221,Pro Evolution Soccer 2013,PS3,2012.0,Sports,0.18,0.63,0.49,0.24,82.0,6.7,E
1224,Dishonored,PS3,2012.0,Action,0.72,0.52,0.04,0.25,89.0,7.9,M
1238,Fight Night Round 4,PS3,2009.0,Fighting,0.92,0.4,0.0,0.2,88.0,7.6,T
1253,Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,0.6,0.47,0.21,0.23,85.0,8.6,E10+
1255,Call of Duty 3,PS3,2006.0,Shooter,0.6,0.62,0.03,0.26,80.0,6.9,T
1264,Star Wars: The Force Unleashed II,PS3,2010.0,Action,0.8,0.49,0.0,0.21,63.0,6.8,T
1266,Rock Band 2,PS3,2008.0,Misc,1.13,0.2,0.0,0.16,91.0,7.9,T
1273,Mafia II,PS3,2010.0,Action,0.5,0.69,0.04,0.26,75.0,7.7,M
1282,Resistance 3,PS3,2011.0,Shooter,0.64,0.57,0.05,0.22,83.0,7.8,M
1304,SoulCalibur IV,PS3,2008.0,Fighting,0.72,0.4,0.14,0.2,85.0,7.9,T
1314,Madden NFL 15,PS3,2014.0,Sports,1.08,0.11,0.0,0.27,,2.7,E
1322,Mass Effect 2,PS3,2011.0,Role-Playing,0.78,0.45,0.03,0.19,94.0,8.5,M
1347,BioShock,PS3,2008.0,Shooter,0.75,0.46,0.01,0.2,94.0,8.7,M
1348,Mass Effect 3,PS3,2012.0,Role-Playing,0.63,0.56,0.03,0.2,93.0,5.5,M
1356,Dead Space 2,PS3,2011.0,Shooter,0.73,0.48,0.0,0.21,89.0,8.4,M
1358,Metal Gear Rising: Revengeance,PS3,2013.0,Action,0.45,0.37,0.44,0.16,80.0,7.9,M
1362,UFC Undisputed 2010,PS3,2010.0,Fighting,0.8,0.4,0.02,0.18,85.0,7.2,T
1364,Medal of Honor: Warfighter,PS3,2012.0,Action,0.48,0.62,0.06,0.26,55.0,6,M
1394,Far Cry 2,PS3,2008.0,Action,0.43,0.69,0.01,0.26,85.0,6.4,M
1413,Deus Ex: Human Revolution,PS3,2011.0,Shooter,0.5,0.59,0.07,0.22,89.0,8.2,M
1417,Dead Rising 2,PS3,2010.0,Action,0.43,0.56,0.15,0.21,80.0,6.7,M
1418,Ridge Racer 7,PS3,2006.0,Racing,0.24,0.7,0.16,0.26,78.0,7.1,E
1428,WWE '13,PS3,2012.0,Action,0.51,0.6,0.0,0.25,76.0,8.1,T
1435,MotorStorm: Pacific Rift,PS3,2008.0,Racing,0.43,0.65,0.02,0.25,82.0,8,T
1448,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,0.66,0.44,0.04,0.21,81.0,7.9,M
1452,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,0.81,0.28,0.11,0.14,84.0,7.3,T
1456,F1 2010,PS3,2010.0,Racing,0.25,0.75,0.08,0.26,84.0,7.8,E
1462,NBA 2K15,PS3,2014.0,Sports,0.87,0.21,0.02,0.24,,3.5,E
1464,Battlefield: Bad Company,PS3,2008.0,Shooter,0.76,0.35,0.05,0.18,84.0,8.1,T
1477,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,0.62,0.49,0.01,0.2,74.0,7.3,T
1492,The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,0.67,0.34,0.13,0.17,,,
1494,MAG: Massive Action Game,PS3,2010.0,Shooter,0.77,0.29,0.09,0.16,,,
1496,Rage,PS3,2011.0,Shooter,0.47,0.58,0.06,0.2,81.0,6.2,M
1497,LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,0.55,0.55,0.0,0.21,79.0,8,E10+
1517,Far Cry 4,PS3,2014.0,Shooter,0.34,0.68,0.08,0.19,,7.3,M
1519,LEGO Batman: The Videogame,PS3,2008.0,Action,0.72,0.39,0.0,0.19,75.0,7.7,E10+
1523,Crysis 2,PS3,2011.0,Action,0.46,0.56,0.06,0.21,85.0,7.2,M
1532,Assassin's Creed: Rogue,PS3,2014.0,Action,0.46,0.56,0.06,0.2,72.0,7.5,M
1550,Dark Souls II,PS3,2014.0,Role-Playing,0.4,0.33,0.4,0.15,91.0,8.1,T
1563,Valkyria Chronicles,PS3,2008.0,Role-Playing,0.71,0.19,0.24,0.13,86.0,8.6,T
1569,Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,0.43,0.36,0.32,0.16,85.0,8.5,T
1570,Need for Speed Rivals,PS3,2013.0,Racing,0.33,0.69,0.05,0.19,80.0,4.9,E10+
1579,Tomb Raider: Underworld,PS3,2008.0,Action,0.45,0.55,0.05,0.22,75.0,7.2,T
1583,Saints Row IV,PS3,2013.0,Action,0.56,0.41,0.09,0.19,76.0,6.3,M
1587,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,0.94,0.16,0.02,0.13,63.0,6.9,M
1594,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,0.47,0.53,0.03,0.22,86.0,7.6,M
1611,[Prototype],PS3,2009.0,Action,0.65,0.4,0.0,0.19,79.0,7.7,M
1613,FIFA Street,PS3,2012.0,Sports,0.12,0.89,0.0,0.23,76.0,6.4,E
1622,Kingdom Hearts II,PS3,2014.0,Role-Playing,0.52,0.35,0.18,0.18,,,
1632,Need for Speed Carbon,PS3,2006.0,Racing,0.49,0.5,0.03,0.2,75.0,7.3,E10+
1634,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,0.3,0.64,0.07,0.22,82.0,7.8,E
1635,Tales of Xillia,PS3,2011.0,Role-Playing,0.29,0.18,0.67,0.09,78.0,8.2,T
1664,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,0.42,0.46,0.15,0.18,76.0,8.3,T
1665,Medal of Honor: Airborne,PS3,2007.0,Shooter,0.25,0.69,0.03,0.25,75.0,7.6,T
1668,Bayonetta,PS3,2009.0,Action,0.44,0.39,0.21,0.16,87.0,7.7,M
1676,F1 2011,PS3,2011.0,Racing,0.12,0.74,0.11,0.24,82.0,7.1,E
1690,LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,0.5,0.5,0.0,0.19,81.0,7.5,E10+
1710,Injustice: Gods Among Us,PS3,2013.0,Fighting,0.48,0.5,0.01,0.2,78.0,7.9,T
1716,One Piece: Pirate Warriors,PS3,2012.0,Action,0.01,0.23,0.86,0.08,64.0,6.5,T
1721,Resident Evil: Operation Raccoon City,PS3,2012.0,Action,0.48,0.24,0.36,0.1,52.0,4.9,M
1725,WWE '12,PS3,2011.0,Fighting,0.53,0.45,0.02,0.17,72.0,6.9,T
1733,WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,0.48,0.48,0.01,0.2,81.0,8.1,T
1736,Army of Two,PS3,2008.0,Shooter,0.74,0.26,0.02,0.15,74.0,7.3,M
1740,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,0.52,0.46,0.0,0.19,76.0,7.3,E10+
1745,Sonic the Hedgehog,PS3,2006.0,Platform,0.41,0.06,0.04,0.66,43.0,4.1,E10+
1782,Ninja Gaiden Sigma,PS3,2007.0,Action,0.57,0.32,0.09,0.16,88.0,7.5,M
1783,WWE 2K14,PS3,2013.0,Sports,0.49,0.46,0.0,0.19,74.0,7.5,T
1785,007: Quantum of Solace,PS3,2008.0,Action,0.43,0.51,0.02,0.19,65.0,6.6,T
1794,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,0.31,0.03,0.76,0.04,81.0,8.8,E
1796,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,0.45,0.45,0.06,0.18,,7.4,M
1797,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,0.75,0.21,0.05,0.12,,,
1810,Mirror's Edge,PS3,2008.0,Platform,0.31,0.58,0.02,0.22,79.0,7.8,T
1816,SingStar,PS3,2007.0,Misc,0.45,0.56,0.0,0.12,82.0,5.9,T
1822,ModNation Racers,PS3,2010.0,Racing,0.5,0.4,0.06,0.16,82.0,8.4,E
1824,Rocksmith,PS3,2011.0,Misc,0.53,0.36,0.09,0.15,80.0,8.3,T
1830,Yakuza 3,PS3,2009.0,Action,0.21,0.2,0.62,0.08,79.0,8.1,M
1834,The Beatles: Rock Band,PS3,2009.0,Misc,0.67,0.29,0.0,0.15,88.0,8.7,T
1839,Fight Night Champion,PS3,2011.0,Fighting,0.45,0.49,0.0,0.18,84.0,7.3,M
1852,Castlevania: Lords of Shadow,PS3,2010.0,Action,0.5,0.35,0.1,0.15,85.0,8,M
1861,Omerta: City of Gangsters,PS3,2011.0,Simulation,0.52,0.42,0.0,0.15,,,
1868,GRID,PS3,2008.0,Racing,0.31,0.56,0.03,0.2,87.0,8.1,E
1874,Guitar Hero 5,PS3,2009.0,Misc,0.53,0.39,0.0,0.17,86.0,5.7,T
1887,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,0.44,0.46,0.01,0.18,74.0,6.9,T
1898,Virtua Fighter 5,PS3,2007.0,Fighting,0.29,0.51,0.08,0.2,85.0,7.4,T
1899,Dante's Inferno,PS3,2010.0,Action,0.64,0.28,0.04,0.13,75.0,7.5,M
1900,Toy Story 3: The Video Game,PS3,2010.0,Action,0.51,0.4,0.0,0.16,,,
1903,Final Fantasy XIV: A Realm Reborn,PS3,2013.0,Role-Playing,0.37,0.3,0.28,0.13,,,
1918,Prince of Persia,PS3,2008.0,Action,0.47,0.4,0.03,0.17,85.0,7.3,T
1932,Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,0.49,0.34,0.09,0.15,75.0,8.6,T
1934,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,0.31,0.2,0.45,0.11,66.0,5.9,T
1941,The Orange Box,PS3,2007.0,Shooter,0.28,0.58,0.0,0.21,89.0,8.4,M
1952,Skylanders Giants,PS3,2012.0,Action,0.36,0.49,0.0,0.2,77.0,6.3,E10+
1960,Warhawk,PS3,2007.0,Simulation,0.49,0.39,0.0,0.17,84.0,8.4,T
1961,DiRT 3,PS3,2011.0,Racing,0.27,0.57,0.01,0.2,87.0,7.1,T
1963,DiRT,PS3,2007.0,Racing,0.16,0.66,0.0,0.23,83.0,8,E
1975,LEGO The Lord of the Rings,PS3,2012.0,Action,0.37,0.49,0.0,0.19,82.0,8.3,E10+
1980,Virtua Tennis 3,PS3,2007.0,Sports,0.23,0.58,0.03,0.21,80.0,7.9,E
1987,Sleeping Dogs,PS3,2012.0,Action,0.31,0.49,0.05,0.19,83.0,7.7,M
1992,Aliens vs Predator,PS3,2010.0,Shooter,0.41,0.46,0.0,0.18,65.0,7.3,M
2000,F1 2012,PS3,2012.0,Racing,0.12,0.63,0.05,0.23,81.0,7.5,E
2004,UFC Undisputed 3,PS3,2012.0,Action,0.55,0.32,0.03,0.13,86.0,7.4,T
2006,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,0.34,0.48,0.02,0.19,84.0,8.1,T
2013,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,0.44,0.42,0.0,0.17,77.0,7.7,E10+
2026,Sonic Unleashed,PS3,2008.0,Platform,0.56,0.32,0.01,0.14,54.0,7.9,E10+
2034,Skylanders SWAP Force,PS3,2013.0,Platform,0.43,0.42,0.0,0.17,83.0,5.3,E10+
2074,Rayman Origins,PS3,2011.0,Platform,0.33,0.49,0.01,0.17,87.0,8.4,E10+
2082,Haze,PS3,2008.0,Shooter,0.49,0.33,0.02,0.15,55.0,6.5,M
2085,DiRT 2,PS3,2009.0,Racing,0.27,0.52,0.0,0.19,87.0,8.2,T
2086,Guitar Hero: Aerosmith,PS3,2008.0,Misc,0.73,0.15,0.0,0.11,70.0,5,T
2088,EyePet,PS3,2009.0,Simulation,0.35,0.52,0.04,0.08,70.0,8.2,E
2099,Tales of Graces f,PS3,2010.0,Role-Playing,0.28,0.18,0.45,0.07,77.0,8.2,T
2109,Rocksmith 2014,PS3,2013.0,Misc,0.53,0.24,0.05,0.16,,,
2116,Madden NFL 08,PS3,2007.0,Sports,0.89,0.0,0.0,0.08,81.0,5.3,E
2119,Disney Infinity,PS3,2013.0,Action,0.49,0.32,0.0,0.16,75.0,5.9,E10+
2138,Dead Space 3,PS3,2013.0,Action,0.44,0.36,0.0,0.16,76.0,6.4,M
2152,Sniper Elite V2,PS3,2012.0,Shooter,0.38,0.38,0.06,0.14,70.0,6.9,M
2163,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,0.46,0.33,0.0,0.16,,,
2164,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,0.5,0.27,0.04,0.15,74.0,7.3,T
2168,Pro Evolution Soccer 2014,PS3,2013.0,Action,0.03,0.41,0.51,0.0,78.0,4.1,E
2169,Yakuza 4,PS3,,Action,0.15,0.13,0.63,0.05,78.0,8,M
2171,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,0.41,0.32,0.09,0.12,79.0,6.9,M
2173,Driver: San Francisco,PS3,2011.0,Racing,0.24,0.52,0.01,0.18,79.0,7.7,T
2178,Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,0.36,0.43,0.0,0.16,,,
2181,Lost Planet 2,PS3,2010.0,Shooter,0.29,0.33,0.2,0.13,68.0,6.9,T
2182,LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,0.36,0.43,0.0,0.16,73.0,7.1,E10+
2192,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,0.34,0.39,0.06,0.15,84.0,7.7,M
2194,Skylanders: Spyro's Adventure,PS3,2011.0,Action,0.39,0.39,0.0,0.16,77.0,4.8,E10+
2198,WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,0.51,0.3,0.01,0.12,78.0,7,T
2200,Brutal Legend,PS3,2009.0,Action,0.54,0.27,0.0,0.13,83.0,7.6,M
2209,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,0.32,0.32,0.15,0.15,77.0,7.9,T
