,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
3122,Wall-E,PSP,2008.0,Platform,0.29,0.22,0.0,0.14,64.0,tbd,E
3141,Star Ocean: First Departure,PSP,2007.0,Role-Playing,0.2,0.13,0.22,0.09,74.0,7.4,T
3192,Iron Man,PSP,2008.0,Action,0.46,0.09,0.0,0.09,44.0,6.5,T
3209,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,0.18,0.06,0.34,0.05,89.0,8.3,M
3210,Crash of the Titans,PSP,2007.0,Action,0.25,0.24,0.0,0.14,,7.1,E10+
3290,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,0.18,0.27,0.0,0.15,71.0,6.3,E10+
3293,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,0.25,0.22,0.0,0.14,,6.6,T
3332,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010.0,Role-Playing,0.0,0.0,0.6,0.0,,,
3369,Avatar: The Game,PSP,2009.0,Action,0.22,0.24,0.0,0.14,,,
3419,Ben 10: Alien Force,PSP,2008.0,Action,0.35,0.13,0.0,0.1,,7.7,E10+
3428,Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,0.39,0.02,0.13,0.04,67.0,7.7,E10+
3429,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,0.21,0.23,0.0,0.14,,tbd,E10+
3493,ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,0.53,0.0,0.0,0.04,63.0,7.8,E
3534,Pro Evolution Soccer 2012,PSP,2011.0,Action,0.1,0.11,0.29,0.06,74.0,6.3,E
3544,Tomb Raider: Anniversary,PSP,2007.0,Action,0.21,0.22,0.0,0.13,78.0,8.2,T
3589,Tony Hawk's Project 8,PSP,2006.0,Sports,0.41,0.07,0.0,0.07,68.0,7.6,T
3607,Archer Maclean's Mercury,PSP,2005.0,Puzzle,0.17,0.24,0.0,0.14,75.0,6.6,E
3612,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,0.13,0.09,0.27,0.06,77.0,7.5,E10+
3659,Secret Agent Clank(US sales),PSP,2008.0,Platform,0.33,0.22,0.0,0.0,,,
3701,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,0.26,0.08,0.13,0.07,70.0,8.1,T
3749,Valkyria Chronicles II,PSP,2010.0,Role-Playing,0.12,0.15,0.18,0.09,83.0,8.1,T
3758,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,0.15,0.07,0.27,0.05,87.0,8.8,T
3793,ModNation Racers,PSP,2010.0,Racing,0.11,0.26,0.02,0.14,73.0,7.7,E
3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,0.35,0.09,0.0,0.08,61.0,6.4,T
3828,F1 2009,PSP,2009.0,Racing,0.08,0.29,0.0,0.16,68.0,7.2,E
3843,FIFA 12,PSP,2011.0,Sports,0.12,0.25,0.02,0.13,,,
3853,Silent Hill: Origins,PSP,2007.0,Action,0.22,0.15,0.04,0.1,78.0,7.8,M
3856,Fight Night Round 3,PSP,2006.0,Fighting,0.46,0.01,0.0,0.04,74.0,8.1,T
3878,The 3rd Birthday,PSP,2010.0,Role-Playing,0.13,0.07,0.27,0.05,71.0,6.1,M
3896,NBA Live 07,PSP,2006.0,Sports,0.47,0.0,0.0,0.04,64.0,7.5,E
3916,Dynasty Warriors,PSP,2004.0,Action,0.18,0.0,0.3,0.02,62.0,7.3,T
3918,SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,0.12,0.2,0.07,0.12,80.0,6.2,T
3962,Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,0.36,0.02,0.07,0.04,63.0,7.1,T
3963,Test Drive Unlimited,PSP,2007.0,Racing,0.08,0.27,0.0,0.15,80.0,7.3,E10+
3964,Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,0.18,0.2,0.0,0.12,,6.6,E
4071,Football Manager Handheld 2009,PSP,2008.0,Sports,0.0,0.47,0.0,0.02,,,
4082,Rock Band Unplugged,PSP,2009.0,Misc,0.24,0.14,0.0,0.1,79.0,8.6,T
4177,Crazy Taxi: Fare Wars,PSP,2007.0,Racing,0.1,0.22,0.02,0.12,64.0,7.1,E10+
4211,2010 FIFA World Cup South Africa,PSP,2010.0,Sports,0.09,0.22,0.03,0.12,69.0,7.4,E
4226,Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,0.25,0.12,0.0,0.09,85.0,8.8,T
4270,Brothers In Arms: D-Day,PSP,2006.0,Shooter,0.23,0.14,0.0,0.09,65.0,9.1,M
4273,Tomb Raider: Legend,PSP,2006.0,Action,0.09,0.24,0.0,0.12,67.0,7.9,T
4310,Dynasty Warriors: Strikeforce,PSP,2009.0,Action,0.03,0.02,0.38,0.02,65.0,6.8,T
4317,ATV Offroad Fury Pro,PSP,2006.0,Racing,0.37,0.03,0.0,0.04,76.0,tbd,E
4318,Burnout Dominator,PSP,2007.0,Racing,0.02,0.38,0.01,0.05,76.0,8.2,E10+
4393,Worms: Open Warfare 2,PSP,2007.0,Strategy,0.04,0.26,0.0,0.14,80.0,8.1,E10+
4427,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,0.17,0.13,0.06,0.08,74.0,8,T
4470,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,0.19,0.07,0.12,0.05,,,
4507,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,0.19,0.09,0.08,0.07,,,
4528,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,0.17,0.01,0.23,0.02,66.0,7.8,T
4546,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,0.0,0.0,0.42,0.0,,,
4554,Juiced: Eliminator,PSP,2006.0,Racing,0.11,0.2,0.0,0.12,65.0,8.2,T
4567,Crash: Mind Over Mutant,PSP,2008.0,Platform,0.11,0.2,0.0,0.11,,6.5,E10+
4574,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,0.13,0.19,0.0,0.11,,tbd,E10+
4596,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,0.0,0.0,0.42,0.0,,,
4601,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,0.15,0.17,0.0,0.1,61.0,7,T
4608,NBA Live 06,PSP,2005.0,Sports,0.39,0.0,0.0,0.03,80.0,7.6,E
4623,NBA 2K11,PSP,2010.0,Action,0.39,0.0,0.0,0.03,,6.4,E
4672,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,0.0,0.0,0.41,0.0,,,
4678,Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,0.22,0.09,0.04,0.07,80.0,7.8,T
4687,Football Manager Handheld 2011,PSP,2010.0,Sports,0.0,0.27,0.0,0.14,77.0,7.7,E
4688,300: March to Glory,PSP,2007.0,Action,0.27,0.08,0.0,0.07,55.0,7.1,M
4694,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,0.03,0.19,0.1,0.1,,,
4701,Cars: Race-O-Rama,PSP,2009.0,Racing,0.29,0.07,0.0,0.06,,tbd,E
4725,AKB1/48: Idol to Koishitara...,PSP,2010.0,Misc,0.0,0.0,0.41,0.0,,,
4732,Up,PSP,2009.0,Action,0.24,0.09,0.0,0.07,,tbd,E
4733,Hatsune Miku: Project Diva 2nd,PSP,2010.0,Misc,0.0,0.0,0.41,0.0,,,
4769,Star Wars The Clone Wars: Republic Heroes,PSP,2009.0,Action,0.21,0.12,0.0,0.07,,tbd,T
4800,AKB1/48: Idol to Guam de Koishitara...,PSP,2011.0,Misc,0.0,0.0,0.4,0.0,,,
4806,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,0.17,0.14,0.0,0.08,,,
4832,WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,0.36,0.0,0.0,0.03,81.0,8.5,T
4867,Danball Senki,PSP,2011.0,Role-Playing,0.0,0.0,0.39,0.0,,,
4890,NBA Live 09,PSP,2008.0,Sports,0.23,0.07,0.03,0.06,,7.3,E
4897,SpongeBob's Truth or Square (US sales),PSP,2009.0,Action,0.39,0.0,0.0,0.0,,,
5006,LocoRoco,PSP,2006.0,Platform,0.14,0.04,0.16,0.03,83.0,8.7,E
5032,Taiko no Tatsujin Portable DX,PSP,2011.0,Misc,0.0,0.0,0.38,0.0,,,
5035,Iron Man 2,PSP,2010.0,Action,0.18,0.12,0.0,0.07,49.0,tbd,T
5043,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,0.13,0.04,0.19,0.03,61.0,6.6,T
5044,Tiger Woods PGA Tour 08,PSP,2007.0,Sports,0.14,0.15,0.0,0.09,72.0,tbd,E
5049,Madden NFL 11,PSP,2010.0,Sports,0.35,0.0,0.0,0.03,,tbd,E
5070,The Golden Compass,PSP,,Action,0.11,0.16,0.0,0.1,28.0,4.1,E10+
5081,LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,0.14,0.15,0.0,0.08,63.0,tbd,E10+
5086,Phantasy Star Portable 2: Infinity,PSP,2011.0,Role-Playing,0.0,0.0,0.37,0.0,,,
5113,Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,0.09,0.18,0.01,0.1,65.0,7.4,T
5127,Juiced 2: Hot Import Nights,PSP,2007.0,Racing,0.06,0.2,0.0,0.11,73.0,7.8,T
5132,NFL Street 2 Unleashed,PSP,2005.0,Sports,0.34,0.0,0.0,0.03,73.0,7.4,E
5140,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,0.1,0.17,0.0,0.1,52.0,7.6,E10+
5152,Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,0.33,0.0,0.0,0.03,81.0,7.5,T
5154,NCAA Football 07,PSP,2006.0,Sports,0.34,0.0,0.0,0.03,75.0,7.9,E
5211,Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,0.17,0.01,0.16,0.02,80.0,8.4,T
5222,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,0.0,0.0,0.36,0.0,,,
5231,Tiger Woods PGA Tour 09,PSP,2008.0,Sports,0.07,0.18,0.0,0.1,53.0,5.5,E
5235,Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,0.0,0.0,0.36,0.0,,,
5260,SOCOM: Tactical Strike,PSP,2007.0,Shooter,0.32,0.01,0.0,0.03,,,
5267,LocoRoco 2,PSP,2008.0,Platform,0.21,0.09,0.01,0.04,85.0,8.4,E
5268,Football Manager Handheld 2010,PSP,2009.0,Sports,0.0,0.26,0.0,0.09,69.0,6.9,E
5274,G-Force,PSP,2009.0,Action,0.24,0.06,0.0,0.05,,8.8,E10+
5300,FIFA Soccer 13,PSP,2012.0,Action,0.05,0.18,0.02,0.09,,3.2,E
5334,MLB 06: The Show,PSP,2006.0,Sports,0.32,0.0,0.0,0.03,83.0,8.5,E
5343,SD Gundam G Generation World,PSP,2011.0,Strategy,0.0,0.0,0.34,0.0,,,
5400,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,0.09,0.07,0.15,0.04,59.0,7.2,T
5407,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,0.13,0.04,0.14,0.03,,,
5416,Football Manager Handheld 2008,PSP,2007.0,Sports,0.0,0.33,0.0,0.0,,,
5424,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,0.14,0.01,0.16,0.02,75.0,7.1,T
5449,Jeanne d'Arc,PSP,2006.0,Role-Playing,0.21,0.0,0.1,0.02,87.0,8.2,T
5451,Tales of the World: Radiant Mythology 2,PSP,2009.0,Role-Playing,0.0,0.0,0.33,0.0,,,
5455,Ape Escape Academy,PSP,2004.0,Misc,0.13,0.15,0.0,0.05,51.0,5.8,E10+
5459,Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,0.14,0.12,0.0,0.08,65.0,8.3,T
5477,LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,0.12,0.13,0.0,0.08,67.0,tbd,E10+
5481,Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,0.27,0.01,0.02,0.03,80.0,8,T
5495,Hatsune Miku: Project Diva Extend,PSP,2011.0,Misc,0.0,0.0,0.33,0.0,,,
5510,MLB 08: The Show,PSP,2008.0,Sports,0.3,0.0,0.0,0.02,83.0,8.4,E
5515,Capcom Classics Collection Reloaded,PSP,2006.0,Misc,0.26,0.0,0.03,0.03,75.0,tbd,T
5541,NBA 2K10,PSP,2009.0,Sports,0.3,0.0,0.0,0.03,,8.1,E
5553,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012.0,Fighting,0.0,0.0,0.32,0.0,,,
5595,"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,0.11,0.13,0.0,0.08,67.0,7.6,T
5619,DiRT 2,PSP,2009.0,Racing,0.09,0.15,0.0,0.08,55.0,5.7,E10+
5627,Army of Two: The 40th Day,PSP,2010.0,Shooter,0.12,0.13,0.0,0.08,49.0,6,M
5644,Shaun White Snowboarding,PSP,2008.0,Sports,0.26,0.03,0.0,0.03,70.0,7.5,E10+
5666,Marvel Nemesis: Rise of the Imperfects,PSP,2005.0,Fighting,0.29,0.0,0.0,0.02,58.0,8.7,T
5681,Lord of Arcana,PSP,2010.0,Role-Playing,0.07,0.04,0.17,0.03,53.0,5.5,M
5684,Tekken 6,PSP,2009.0,Fighting,0.15,0.03,0.1,0.03,82.0,8.2,T
5697,Shrek the Third,PSP,2007.0,Action,0.08,0.15,0.0,0.09,57.0,tbd,E10+
5698,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011.0,Role-Playing,0.0,0.0,0.31,0.0,,,
5710,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,0.0,0.0,0.31,0.0,,,
5718,Fate/Extra,PSP,2010.0,Role-Playing,0.18,0.01,0.1,0.03,58.0,8.1,T
5738,WipEout Pulse,PSP,2007.0,Racing,0.13,0.12,0.0,0.06,82.0,8.6,E10+
5765,Manhunt 2,PSP,2007.0,Action,0.04,0.17,0.0,0.09,69.0,8.1,M
5766,Mega Man Maverick Hunter X,PSP,2005.0,Platform,0.27,0.01,0.0,0.03,79.0,8.3,E10+
5788,SD Gundam G Generation: Overworld,PSP,2012.0,Strategy,0.0,0.0,0.31,0.0,,,
5821,NBA Live 08,PSP,2007.0,Sports,0.28,0.0,0.0,0.02,73.0,6.2,E
5830,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005.0,Misc,0.0,0.0,0.3,0.0,,,
5855,Lumines ll,PSP,2006.0,Puzzle,0.12,0.12,0.0,0.07,,,
5868,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011.0,Role-Playing,0.13,0.03,0.11,0.03,,,
5897,Silent Hill: Shattered Memories,PSP,2010.0,Action,0.09,0.13,0.01,0.07,73.0,7.5,M
5924,Capcom Classics Collection Remixed,PSP,2006.0,Misc,0.27,0.0,0.0,0.02,72.0,7,T
