,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
4902,FIFA 12,3DS,2011.0,Sports,0.08,0.26,0.0,0.05,,,
4905,Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,0.25,0.06,0.05,0.03,44.0,5.3,E10+
4946,Samurai Warriors Chronicles,3DS,2011.0,Action,0.12,0.05,0.2,0.01,61.0,7.7,T
4952,One Piece: Unlimited World Red,3DS,2013.0,Action,0.05,0.04,0.28,0.01,75.0,7.6,T
4975,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,0.28,0.01,0.06,0.03,78.0,8.2,T
4999,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,0.0,0.0,0.38,0.0,,,
5002,Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,0.15,0.11,0.1,0.02,78.0,7.8,M
5003,Raving Rabbids: Travel in Time 3D,3DS,2011.0,Platform,0.11,0.23,0.0,0.04,,,
5033,Etrian Odyssey IV: Legends of the Titans,3DS,2012.0,Role-Playing,0.12,0.05,0.2,0.01,,,
5056,Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,0.11,0.13,0.11,0.02,73.0,6.7,E
5115,Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,0.13,0.08,0.15,0.02,83.0,8.2,T
5224,Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,0.08,0.04,0.23,0.01,57.0,4.8,E10+
5263,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,0.0,0.0,0.35,0.0,,,
5408,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,0.22,0.09,0.0,0.03,77.0,7.9,T
5428,Disney Magic World 2,3DS,2015.0,Action,0.02,0.11,0.19,0.01,,,
5431,Angry Birds Star Wars,3DS,2013.0,Strategy,0.15,0.15,0.0,0.03,,3,E
5502,Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,0.12,0.03,0.16,0.02,61.0,6.6,T
5564,Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,0.16,0.04,0.1,0.02,80.0,8.5,E10+
5589,Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014.0,Strategy,0.0,0.0,0.32,0.0,,,
5728,Bust-A-Move Universe,3DS,2011.0,Puzzle,0.08,0.15,0.06,0.03,49.0,4.8,E
5731,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014.0,Action,0.0,0.0,0.31,0.0,,,
5749,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,0.18,0.1,0.0,0.03,65.0,3.6,E10+
5789,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012.0,Role-Playing,0.13,0.02,0.14,0.01,,,
5840,Mario Party: Star Rush,3DS,2016.0,Misc,0.08,0.13,0.08,0.02,68.0,6.8,E
5865,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,0.14,0.07,0.07,0.02,53.0,5.5,T
5874,Harvest Moon: The Tale of Two Towns,3DS,,Simulation,0.28,0.0,0.0,0.02,,,
5886,One Piece Unlimited Cruise SP,3DS,2011.0,Action,0.0,0.0,0.3,0.0,46.0,7.3,
5954,Disney Infinity,3DS,2013.0,Action,0.17,0.1,0.0,0.02,,,
6028,FIFA Soccer 13,3DS,2012.0,Action,0.06,0.2,0.0,0.03,68.0,3.7,E
6037,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,0.17,0.09,0.0,0.03,47.0,6.3,E
6052,Dragon Ball Heroes: Ultimate Mission,3DS,2013.0,Misc,0.0,0.0,0.29,0.0,,,
6071,Sonic & All-Stars Racing Transformed,3DS,2012.0,Racing,0.12,0.14,0.0,0.02,,,
6162,Monster Hunter Stories,3DS,2016.0,Action,0.0,0.0,0.28,0.0,,,
6186,Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,0.13,0.13,0.0,0.03,,tbd,E
6193,Skylanders: Trap Team,3DS,2014.0,Action,0.16,0.1,0.0,0.02,,3.4,E10+
6241,Kobitodzukan: Kobito Kansatsu Set,3DS,2012.0,Misc,0.0,0.0,0.28,0.0,,,
6246,Ace Attorney 6,3DS,2016.0,Adventure,0.0,0.0,0.27,0.0,,,
6334,Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,0.07,0.07,0.12,0.01,,,
6336,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,0.0,0.0,0.27,0.0,,,
6350,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,0.16,0.09,0.0,0.02,68.0,6.8,T
6377,Ultimate NES Remix,3DS,2014.0,Action,0.15,0.09,0.0,0.02,69.0,7.6,E
6433,Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,0.0,0.0,0.26,0.0,,,
6459,Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,0.0,0.0,0.26,0.0,,,
6469,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,0.1,0.01,0.14,0.01,80.0,8.2,T
6609,Zoo Resort 3D,3DS,2011.0,Simulation,0.11,0.09,0.03,0.02,,tbd,E
6627,How to Train Your Dragon 2,3DS,2014.0,Adventure,0.04,0.19,0.0,0.02,,tbd,E10+
6629,The Legend of Legacy,3DS,2015.0,Role-Playing,0.12,0.01,0.1,0.02,67.0,7.1,E10+
6769,Stella Glow,3DS,2015.0,Role-Playing,0.16,0.01,0.05,0.02,79.0,8.7,T
6779,Skylanders SWAP Force,3DS,2013.0,Platform,0.1,0.12,0.0,0.02,68.0,6.4,E10+
6796,Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,0.1,0.06,0.08,0.01,71.0,7.8,T
6825,Chibi-Robo! Zip Lash,3DS,2015.0,Platform,0.09,0.08,0.06,0.02,,,
6859,LEGO The Hobbit,3DS,2014.0,Action,0.1,0.12,0.0,0.02,,,
6871,FIFA 14,3DS,2013.0,Sports,0.0,0.22,0.0,0.01,,,
6877,Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,0.09,0.01,0.13,0.01,77.0,7.9,E10+
6945,Girls Mode 3: Kirakira Code,3DS,2015.0,Action,0.0,0.0,0.23,0.0,,,
7024,Wipeout 2,3DS,2011.0,Misc,0.22,0.0,0.0,0.01,,tbd,E
7062,WWE All Stars,3DS,2011.0,Fighting,0.15,0.06,0.0,0.02,71.0,7.4,T
7072,Cars 2,3DS,2011.0,Racing,0.21,0.0,0.0,0.02,,,
7121,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016.0,Action,0.0,0.0,0.22,0.0,,,
7142,Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,0.0,0.0,0.22,0.0,,,
7173,Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,0.13,0.02,0.06,0.01,54.0,6.1,T
7187,Shinobi,3DS,2011.0,Platform,0.14,0.07,0.0,0.02,69.0,7.3,T
7254,Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,0.1,0.02,0.08,0.01,58.0,6.8,M
7303,Transformers: Dark of the Moon,3DS,2011.0,Action,0.16,0.04,0.0,0.02,,,
7324,Magician's Quest: Town of Magic,3DS,2012.0,Simulation,0.0,0.0,0.21,0.0,,,
7337,Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,0.14,0.05,0.01,0.02,69.0,7.7,T
7357,LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,0.05,0.11,0.04,0.01,,tbd,E10+
7371,Dragon Ball: Fusions,3DS,2016.0,Role-Playing,0.02,0.0,0.19,0.0,68.0,7.6,T
7415,Heroes of Ruin,3DS,2012.0,Role-Playing,0.13,0.07,0.0,0.02,69.0,7.4,T
7457,Mega Man Legacy Collection,3DS,2016.0,Platform,0.14,0.0,0.05,0.02,77.0,7.1,E
7482,Frogger 3D,3DS,2011.0,Action,0.16,0.03,0.0,0.01,54.0,5.5,E
7486,Little Battlers eXperience: Baku Boost,3DS,2012.0,Action,0.0,0.0,0.21,0.0,,,
7551,WipeOut 3 The Game,3DS,2012.0,Action,0.18,0.0,0.0,0.02,,,
7558,Story of Seasons: Good Friends of the Three Villages,3DS,2016.0,Simulation,0.0,0.0,0.2,0.0,,,
7564,Code of Princess,3DS,2012.0,Action,0.16,0.0,0.03,0.01,67.0,7.6,T
7617,Tekken 3D: Prime Edition,3DS,2012.0,Fighting,0.06,0.07,0.05,0.01,64.0,5.9,T
7695,Aikatsu! Cinderella Lesson,3DS,2012.0,Role-Playing,0.0,0.0,0.2,0.0,,,
7732,The Amazing Spider-Man (Console Version),3DS,2012.0,Action,0.15,0.03,0.0,0.01,,,
7747,Shin Megami Tensei IV: Final,3DS,2016.0,Role-Playing,0.05,0.0,0.14,0.01,,,
7750,Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,0.1,0.04,0.04,0.01,,,
7759,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,0.0,0.0,0.19,0.0,,,
7762,New Love Plus,3DS,2012.0,Simulation,0.0,0.0,0.19,0.0,,,
7771,LEGO Marvel's Avengers,3DS,2016.0,Action,0.07,0.09,0.01,0.01,60.0,7.1,E10+
7805,Need for Speed: The Run,3DS,2011.0,Action,0.09,0.09,0.0,0.02,65.0,6,E10+
7821,SpongeBob SquigglePants 3D,3DS,2011.0,Misc,0.13,0.05,0.0,0.02,64.0,6,E
7848,Pet Zombies,3DS,,Simulation,0.18,0.0,0.0,0.01,,tbd,T
7861,NASCAR Unleashed,3DS,2011.0,Racing,0.18,0.0,0.0,0.01,,tbd,E
7920,Reel Fishing Paradise 3D,3DS,2011.0,Sports,0.12,0.0,0.06,0.01,57.0,tbd,E
7923,Kuma-Tomo,3DS,2013.0,Misc,0.0,0.0,0.19,0.0,,,
7945,Pro Evolution Soccer 2014,3DS,2013.0,Action,0.0,0.0,0.19,0.0,,,E
8046,Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,0.0,0.0,0.18,0.0,,,
8072,Super Robot Taisen UX,3DS,2013.0,Role-Playing,0.0,0.0,0.18,0.0,,,
8101,Daigasso! Band Brothers P,3DS,2013.0,Misc,0.0,0.0,0.18,0.0,,,
8131,Pro Evolution Soccer 2013,3DS,2012.0,Sports,0.05,0.02,0.1,0.01,,,
8204,Transformers: Prime,3DS,2012.0,Action,0.13,0.02,0.0,0.02,,,
8299,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013.0,Misc,0.0,0.08,0.08,0.01,,,
8326,Project X Zone 2: Brave New World,3DS,2015.0,Role-Playing,0.05,0.03,0.08,0.01,,,
8346,Michael Jackson: The Experience 3D,3DS,2011.0,Misc,0.13,0.03,0.0,0.01,,,
8384,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,0.0,0.0,0.17,0.0,,,
8422,Dragon Quest X,3DS,2014.0,Role-Playing,0.0,0.0,0.17,0.0,,,
8453,7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,0.04,0.0,0.12,0.0,77.0,8.2,T
8495,F1 2011,3DS,2011.0,Racing,0.07,0.08,0.0,0.02,59.0,6.8,E
8502,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,0.07,0.05,0.03,0.01,53.0,6.1,E10+
8518,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,0.05,0.0,0.1,0.01,72.0,6.8,E10+
8521,SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,0.0,0.0,0.16,0.0,,,
8662,Culdcept,3DS,2012.0,Misc,0.0,0.0,0.16,0.0,,,
8670,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,0.13,0.01,0.0,0.02,,,
8681,Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,0.0,0.0,0.16,0.0,,,
8689,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,0.0,0.0,0.16,0.0,,,
8708,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,0.07,0.07,0.0,0.01,60.0,6.6,T
8747,Naruto: Powerful Shippuden,3DS,2012.0,Platform,0.08,0.02,0.04,0.01,71.0,5.4,E10+
8749,The Adventures of Tintin: The Game,3DS,2011.0,Action,0.05,0.09,0.0,0.02,56.0,5.7,E10+
8760,Theatrhythm Dragon Quest,3DS,2015.0,Misc,0.0,0.0,0.15,0.0,,,
8837,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,0.1,0.03,0.0,0.01,,,
8878,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,0.04,0.07,0.03,0.01,,,
8906,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,0.0,0.0,0.15,0.0,,,
8934,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,0.0,0.0,0.15,0.0,,,
8962,Pac-Man Party 3D,3DS,2011.0,Misc,0.09,0.04,0.0,0.01,43.0,5.4,E
8968,Rayman Origins,3DS,2012.0,Platform,0.06,0.08,0.0,0.01,71.0,6.3,E10+
8992,Derby Stallion Gold,3DS,2014.0,Sports,0.0,0.0,0.14,0.0,,,
9002,Skylanders Giants,3DS,2012.0,Action,0.12,0.01,0.0,0.01,59.0,5,E10+
9024,Famista Returns,3DS,2015.0,Sports,0.0,0.0,0.14,0.0,,,
9028,Cave Story 3D,3DS,2011.0,Platform,0.09,0.03,0.01,0.01,82.0,7.7,E10+
9058,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,0.0,0.0,0.14,0.0,,,
9130,Ben 10 Galactic Racing,3DS,2011.0,Racing,0.07,0.07,0.0,0.01,,tbd,E
9143,Shovel Knight,3DS,2015.0,Platform,0.08,0.04,0.02,0.01,90.0,8.2,E
9167,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015.0,Action,0.0,0.0,0.14,0.0,,,
9234,Farming Simulator 2012,3DS,2012.0,Action,0.0,0.12,0.0,0.01,,,
9287,BIT.TRIP SAGA,3DS,2011.0,Misc,0.09,0.04,0.0,0.01,75.0,7.8,E
9321,Medalot 7,3DS,2012.0,Action,0.0,0.0,0.13,0.0,,,
9356,Imagine: Fashion Designer,3DS,2011.0,Simulation,0.1,0.02,0.0,0.01,,tbd,E
9385,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,0.08,0.04,0.0,0.01,,tbd,E10+
9412,Super Robot Wars BX,3DS,2015.0,Action,0.0,0.0,0.13,0.0,,,
9422,The Oregon Trail,3DS,2011.0,Simulation,0.12,0.0,0.0,0.01,,,
9445,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,0.0,0.0,0.13,0.0,,,
9526,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,0.09,0.03,0.0,0.01,42.0,3.9,E10+
9530,Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,0.0,0.0,0.13,0.0,,,
9538,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,0.0,0.0,0.13,0.0,,,
