,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
213,Madden NFL 06,PS2,2005.0,Sports,3.98,0.26,0.01,0.66,88.0,8,E
226,The Simpsons: Hit & Run,PS2,2003.0,Racing,1.73,2.19,0.0,0.79,,,
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,1.94,1.95,0.08,0.7,82.0,8.2,T
238,Madden NFL 2005,PS2,2004.0,Sports,4.18,0.26,0.01,0.08,91.0,7.9,E
241,Madden NFL 07,PS2,2006.0,Sports,3.63,0.24,0.01,0.61,84.0,8.2,E
243,Spider-Man: The Movie,PS2,2002.0,Action,2.71,1.51,0.03,0.23,76.0,7.9,E
246,God of War,PS2,2005.0,Action,2.71,1.29,0.02,0.43,94.0,8.9,M
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,2.66,1.29,0.01,0.46,97.0,7.5,T
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,0.1,2.39,1.05,0.86,86.0,8.9,E
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,2.03,1.79,0.08,0.47,82.0,9.1,T
258,Kingdom Hearts II,PS2,2005.0,Role-Playing,2.2,0.58,1.38,0.17,87.0,9,E10+
268,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,1.46,0.0,0.83,1.93,91.0,9.3,M
274,FIFA Soccer 06,PS2,2005.0,Sports,0.78,2.55,0.04,0.84,80.0,7.8,E
275,EyeToy Play,PS2,2003.0,Misc,0.88,2.3,0.2,0.83,80.0,7.5,E
283,Madden NFL 2003,PS2,2002.0,Sports,3.36,0.21,0.01,0.56,95.0,7.7,E
286,FIFA Soccer 07,PS2,2006.0,Sports,0.71,2.48,0.03,0.89,,,
290,God of War II,PS2,2007.0,Action,2.32,0.04,0.04,1.67,93.0,8.9,M
291,World Soccer Winning Eleven 9,PS2,2005.0,Sports,0.12,2.26,0.9,0.77,,8.2,E
297,Tekken Tag Tournament,PS2,2000.0,Fighting,1.68,1.51,0.51,0.35,85.0,8.5,T
301,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,2.08,1.35,0.0,0.54,61.0,tbd,E10+
311,Tony Hawk's Underground,PS2,2003.0,Sports,2.29,1.17,0.01,0.42,90.0,8.7,T
315,Tekken 5,PS2,2005.0,Fighting,0.93,1.94,0.31,0.7,88.0,8.6,T
319,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,0.16,1.89,1.12,0.68,91.0,9.1,E
338,FIFA Soccer 2005,PS2,2004.0,Sports,0.58,2.48,0.04,0.59,81.0,7.6,E
341,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,2.13,1.18,0.01,0.35,94.0,8.5,T
346,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,2.53,0.81,0.06,0.24,82.0,7.9,M
347,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,2.08,1.09,0.15,0.33,90.0,8.7,E
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,0.05,0.0,0.64,2.93,82.0,7.9,E
350,Resident Evil 4,PS2,2005.0,Action,2.08,0.83,0.46,0.25,96.0,8.9,M
353,Star Wars: Battlefront,PS2,2004.0,Shooter,1.93,1.22,0.03,0.44,82.0,8.7,T
355,The Simpsons: Road Rage,PS2,2001.0,Racing,2.02,1.17,0.0,0.42,64.0,7.7,T
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,2.18,1.02,0.03,0.37,84.0,9,T
363,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,1.56,1.4,0.07,0.5,78.0,7.8,M
364,The Getaway,PS2,2002.0,Action,1.23,1.77,0.05,0.49,72.0,6.8,M
366,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,1.9,1.13,0.1,0.41,72.0,7.9,T
367,LEGO Star Wars: The Video Game,PS2,2005.0,Action,1.98,1.14,0.01,0.41,,,
377,FIFA Soccer 2004,PS2,,Sports,0.59,2.36,0.04,0.51,84.0,6.4,E
387,Tekken 4,PS2,2002.0,Fighting,1.55,1.27,0.33,0.29,79.0,8.3,T
391,Spider-Man 2,PS2,2004.0,Action,1.75,1.2,0.02,0.43,80.0,8.9,T
393,FIFA Soccer 2003,PS2,2002.0,Sports,0.46,2.28,0.05,0.61,88.0,6.7,E
404,James Bond 007: Nightfire,PS2,2002.0,Shooter,1.45,1.29,0.12,0.46,77.0,8.5,T
405,Ratchet & Clank,PS2,2002.0,Platform,1.44,1.01,0.57,0.3,,,
407,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,1.47,1.39,0.03,0.43,60.0,7.2,T
409,Max Payne,PS2,2001.0,Shooter,1.99,1.05,0.05,0.22,80.0,8.5,M
411,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,1.5,1.28,0.05,0.46,85.0,8.7,T
414,True Crime: Streets of LA,PS2,2003.0,Action,1.89,1.05,0.02,0.31,77.0,8,M
430,Enter the Matrix,PS2,2003.0,Action,1.78,1.12,0.09,0.19,62.0,8.1,T
434,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,2.06,0.56,0.38,0.17,89.0,9.1,E
436,FIFA Soccer 08,PS2,2007.0,Sports,0.68,0.0,0.0,2.46,83.0,6.5,E
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,2.17,0.28,0.55,0.08,67.0,7.9,T
452,Madden NFL 2002,PS2,2001.0,Sports,2.5,0.16,0.01,0.42,94.0,7.9,E
468,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,1.45,1.13,0.07,0.38,,,
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,1.15,0.0,0.76,1.09,73.0,9.2,T
475,wwe Smackdown vs. Raw 2006,PS2,,Fighting,1.57,1.02,0.0,0.41,,,
478,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,0.12,1.26,1.16,0.45,93.0,9.1,E
479,Devil May Cry,PS2,2001.0,Action,1.36,0.86,0.64,0.13,94.0,8.5,M
482,Sonic Heroes,PS2,2003.0,Platform,1.04,1.37,0.06,0.49,64.0,7.8,E
483,Hitman 2: Silent Assassin,PS2,2002.0,Action,1.36,1.15,0.04,0.41,85.0,7.8,M
487,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.22,0.51,0.06,0.15,87.0,9,M
488,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,1.45,1.11,0.04,0.33,,,
497,Sonic Mega Collection Plus,PS2,2004.0,Misc,1.54,1.14,0.0,0.22,73.0,8.6,E
498,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,0.08,1.24,1.13,0.45,93.0,9,E
500,Hot Shots Golf 3,PS2,2001.0,Sports,0.99,0.32,1.38,0.2,85.0,8.9,E
502,Call of Duty: Finest Hour,PS2,2004.0,Shooter,1.51,1.12,0.01,0.24,76.0,7.7,T
515,WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,1.32,1.08,0.04,0.39,,,
525,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,1.32,1.06,0.04,0.38,,,
528,WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,1.19,1.15,0.04,0.41,,,
533,NBA Street,PS2,2001.0,Sports,2.19,0.22,0.0,0.38,89.0,8.6,E
534,Jak II,PS2,2003.0,Platform,1.68,0.74,0.0,0.36,87.0,8.2,T
535,Ratchet & Clank: Going Commando,PS2,2003.0,Platform,1.44,0.83,0.26,0.25,,,
540,The Sims,PS2,2003.0,Simulation,1.41,1.12,0.0,0.24,83.0,7.7,T
554,Onimusha: Warlords,PS2,2001.0,Action,0.99,0.48,1.09,0.14,86.0,8.2,M
559,LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,1.85,0.64,0.01,0.19,84.0,9,E10+
562,Burnout 3: Takedown,PS2,2004.0,Racing,1.23,1.11,0.0,0.34,93.0,9.1,T
567,Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,1.48,0.92,0.01,0.26,77.0,8.2,T
573,Tom Clancy's Splinter Cell,PS2,2003.0,Action,1.15,1.11,0.0,0.4,89.0,7.7,T
579,Midnight Club: Street Racing,PS2,2000.0,Racing,2.0,0.47,0.02,0.14,78.0,7.8,T
581,ESPN NFL 2K5,PS2,2004.0,Sports,2.15,0.12,0.0,0.36,90.0,8.2,E
587,Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,0.9,1.22,0.04,0.44,71.0,7.6,E
590,NBA Live 2005,PS2,2004.0,Sports,2.03,0.21,0.0,0.35,84.0,8.1,E
594,WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,1.4,0.88,0.03,0.26,80.0,8.6,T
596,Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,1.31,0.74,0.31,0.22,,,
597,Madden NFL 08,PS2,2007.0,Sports,2.14,0.08,0.0,0.35,78.0,7.8,E
610,Crazy Taxi,PS2,2001.0,Racing,1.13,1.12,0.06,0.22,80.0,7.9,T
617,PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,0.13,0.07,0.26,2.05,,,
621,Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,1.81,0.52,0.0,0.15,79.0,8.8,M
636,The Sims: Bustin' Out,PS2,2003.0,Simulation,1.07,1.19,0.0,0.18,81.0,8.4,T
648,Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,1.63,0.22,0.51,0.06,66.0,8.2,T
650,ATV Offroad Fury,PS2,2001.0,Racing,2.07,0.26,0.0,0.08,82.0,8.4,E
652,Need for Speed: ProStreet,PS2,2007.0,Racing,0.69,0.0,0.04,1.68,62.0,6.2,E10+
660,Guitar Hero,PS2,2005.0,Misc,1.67,0.61,0.03,0.07,91.0,8.7,T
663,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001.0,Misc,1.16,0.91,0.0,0.3,,,
666,The Incredibles,PS2,2004.0,Action,0.96,1.08,0.04,0.3,62.0,7.6,T
668,Tony Hawk's Underground 2,PS2,2004.0,Sports,1.25,0.86,0.01,0.26,83.0,8.8,T
676,WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,0.92,0.0,0.01,1.41,71.0,7.2,T
679,Resident Evil - Code: Veronica X,PS2,2001.0,Action,1.08,0.7,0.34,0.21,84.0,8.4,M
685,James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,0.85,1.06,0.09,0.32,84.0,9.1,T
699,FIFA Soccer 09,PS2,2008.0,Sports,0.38,0.07,0.01,1.82,82.0,6.9,E
710,Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,0.62,0.44,1.06,0.13,84.0,9,M
726,Dance Dance Revolution X2,PS2,2009.0,Simulation,1.09,0.85,0.0,0.28,,tbd,E10+
728,Prince of Persia: The Sands of Time,PS2,2003.0,Action,0.88,1.03,0.0,0.31,92.0,8.8,T
735,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006.0,Action,1.06,0.82,0.05,0.28,,,
753,ATV Offroad Fury 2,PS2,2002.0,Racing,1.92,0.2,0.0,0.06,82.0,8.9,E
775,Dance Dance Revolution Extreme,PS2,2004.0,Simulation,1.04,0.81,0.0,0.27,77.0,9,E
782,Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,1.68,0.31,0.02,0.09,89.0,8.5,E
784,Dynasty Warriors 4,PS2,2003.0,Action,0.63,0.21,1.13,0.13,78.0,9.3,T
789,Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,1.17,0.72,0.0,0.22,,,
793,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,0.99,0.63,0.29,0.19,84.0,9,M
796,Finding Nemo,PS2,2003.0,Action,1.26,0.6,0.05,0.18,,,
801,Tetris Worlds,PS2,2002.0,Puzzle,1.11,0.71,0.0,0.27,44.0,6.2,E
825,SoulCalibur II,PS2,2003.0,Fighting,1.06,0.62,0.13,0.25,92.0,8.8,T
833,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,1.74,0.02,0.0,0.28,72.0,9,T
834,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,0.71,1.02,0.0,0.31,82.0,8.2,T
841,NBA Live 2004,PS2,2003.0,Sports,1.57,0.18,0.0,0.27,86.0,7.7,E
864,Spyro: Enter the Dragonfly,PS2,2002.0,Platform,0.74,0.95,0.0,0.28,56.0,4.1,E
865,Devil May Cry 2,PS2,2003.0,Action,0.71,0.58,0.51,0.17,68.0,6.6,M
873,Crash Nitro Kart,PS2,2003.0,Racing,0.74,1.01,0.0,0.2,69.0,7.7,E
877,NBA Street Vol. 2,PS2,2003.0,Sports,1.69,0.2,0.0,0.06,90.0,8.8,E
878,Def Jam Vendetta,PS2,2003.0,Fighting,0.95,0.74,0.0,0.25,80.0,8.9,T
886,Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,1.09,0.15,0.65,0.04,77.0,8.9,T
889,Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,1.42,0.4,0.0,0.12,63.0,8.3,M
891,X-Men Legends,PS2,2004.0,Role-Playing,1.0,0.72,0.0,0.21,79.0,8.5,T
899,Red Faction,PS2,2001.0,Shooter,0.76,0.96,0.0,0.2,88.0,8,M
902,MX Unleashed,PS2,2004.0,Racing,0.94,0.73,0.0,0.25,80.0,9.2,E
918,Mortal Kombat: Deception,PS2,2004.0,Fighting,0.92,0.72,0.0,0.24,81.0,8.5,M
920,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,0.89,0.69,0.09,0.21,,,
924,High School Musical: Sing It!,PS2,2007.0,Misc,0.47,0.08,0.0,1.33,,,
928,Dynasty Warriors 3,PS2,2001.0,Action,0.53,0.16,1.07,0.1,78.0,9.1,T
932,Shrek 2,PS2,2004.0,Platform,1.12,0.69,0.03,0.02,71.0,8.5,E
935,SingStar,PS2,2004.0,Misc,0.0,1.37,0.0,0.49,,,
937,NBA Live 2002,PS2,2001.0,Sports,0.91,0.71,0.0,0.24,70.0,7.4,E
940,Jak 3,PS2,2004.0,Platform,1.33,0.49,0.0,0.03,84.0,8.6,T
944,Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,0.0,1.1,0.42,0.33,,,
947,NCAA Football 06,PS2,2005.0,Sports,1.53,0.05,0.0,0.25,87.0,8.5,E
961,Namco Museum,PS2,2001.0,Misc,1.73,0.07,0.0,0.02,72.0,6,E
965,DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,1.05,0.59,0.0,0.18,82.0,8.2,E
967,Virtua Fighter 4,PS2,2002.0,Fighting,0.78,0.44,0.56,0.04,94.0,8,T
969,Sly 2: Band of Thieves,PS2,2004.0,Platform,0.88,0.69,0.0,0.23,88.0,9,E
970,Guitar Hero: World Tour,PS2,2008.0,Misc,1.0,0.03,0.0,0.77,,8,T
981,Midnight Club II,PS2,2003.0,Racing,1.25,0.29,0.0,0.24,85.0,8.5,T
983,The Getaway: Black Monday,PS2,2004.0,Action,0.39,1.01,0.02,0.36,57.0,7.6,M
984,50 Cent: Bulletproof,PS2,2005.0,Action,0.85,0.76,0.0,0.16,47.0,6.6,M
994,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,1.06,0.54,0.0,0.16,75.0,9,E
998,Def Jam: Fight for NY,PS2,2004.0,Fighting,0.86,0.67,0.0,0.22,83.0,8.9,M
1000,State of Emergency,PS2,2002.0,Action,0.86,0.67,0.0,0.22,71.0,5.7,M
1002,The Urbz: Sims in the City,PS2,2004.0,Simulation,0.52,0.95,0.0,0.29,70.0,8.2,T
1003,Star Wars: Starfighter,PS2,2001.0,Simulation,0.61,0.87,0.02,0.26,84.0,8,T
1006,Pro Evolution Soccer,PS2,2001.0,Sports,0.06,0.9,0.53,0.27,,,
1016,Dance Dance Revolution X,PS2,2008.0,Simulation,0.85,0.66,0.01,0.22,55.0,6.2,E10+
1020,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,0.63,0.49,0.45,0.17,83.0,8.7,T
1027,SSX Tricky,PS2,2001.0,Sports,0.85,0.66,0.0,0.22,92.0,8.9,E
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,0.85,0.66,0.0,0.22,,,
1036,Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,0.61,0.18,0.0,0.94,,,
1039,Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,0.8,0.21,0.55,0.15,80.0,7.7,T
1044,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,0.88,0.34,0.32,0.18,84.0,9.1,T
1051,FIFA Soccer 10,PS2,2009.0,Sports,0.23,0.24,0.0,1.23,,8.4,E
1054,NCAA Football 07,PS2,2006.0,Sports,1.41,0.05,0.0,0.23,87.0,8.6,E
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,1.22,0.34,0.04,0.1,82.0,8.8,M
1072,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,0.82,0.64,0.0,0.22,,,
1084,SSX 3,PS2,2003.0,Sports,0.93,0.52,0.0,0.22,93.0,9.1,E
1092,Spy Hunter,PS2,2001.0,Racing,1.13,0.32,0.0,0.22,84.0,7.8,T
1093,NCAA Football 2004,PS2,2003.0,Sports,1.35,0.09,0.0,0.23,94.0,8.8,E
1096,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,1.08,0.45,0.0,0.14,71.0,9,E
1100,SSX,PS2,2000.0,Sports,0.78,0.61,0.06,0.2,93.0,8.3,E
1102,NBA Ballers,PS2,2004.0,Sports,0.81,0.63,0.0,0.21,83.0,9.2,E
1104,NBA Live 2003,PS2,2002.0,Sports,1.25,0.15,0.03,0.22,83.0,8.3,E
1106,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,0.96,0.12,0.54,0.04,72.0,8.4,T
1115,Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,0.0,0.0,1.65,0.0,,,
1122,Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,0.8,0.63,0.0,0.21,88.0,8.9,E
1123,NBA Live 06 (All region sales),PS2,2005.0,Sports,1.44,0.15,0.0,0.05,,,
1124,Prince of Persia: Warrior Within,PS2,2004.0,Action,0.54,0.88,0.0,0.22,83.0,8.5,M
1129,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,1.18,0.34,0.0,0.1,89.0,8.8,E
1133,NCAA Football 2005,PS2,2004.0,Sports,1.32,0.09,0.0,0.22,88.0,8.8,E
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,0.8,0.63,0.01,0.19,,,
1144,NFL Street 2,PS2,2004.0,Sports,0.79,0.62,0.0,0.21,77.0,8.7,E
1148,Buzz! The Music Quiz,PS2,2005.0,Misc,0.0,1.18,0.0,0.43,,,
1152,Dollar Dash,PS2,2005.0,Action,1.3,0.23,0.0,0.07,,,
1159,ESPN NBA 2K5,PS2,2004.0,Sports,1.26,0.12,0.0,0.21,83.0,7.5,E
1177,Pro Evolution Soccer 2010,PS2,2009.0,Sports,0.1,0.18,0.12,1.16,,8.1,E
1178,NCAA Football 2002,PS2,2001.0,Sports,0.77,0.6,0.0,0.2,90.0,8.7,E
1184,Conflict: Desert Storm,PS2,2002.0,Shooter,0.98,0.53,0.0,0.06,55.0,8.6,T
1188,Smuggler's Run,PS2,2000.0,Racing,0.77,0.6,0.0,0.2,79.0,6.8,T
1189,Fight Night Round 3,PS2,2006.0,Fighting,1.07,0.4,0.0,0.1,84.0,8.1,T
1201,Stuntman,PS2,2002.0,Racing,0.76,0.59,0.0,0.2,71.0,5.7,T
1212,Dark Cloud,PS2,2000.0,Role-Playing,0.83,0.44,0.08,0.19,80.0,8.2,T
1217,MVP Baseball 2005,PS2,2005.0,Sports,1.26,0.07,0.0,0.21,87.0,8.6,E
1230,The Simpsons Skateboarding,PS2,2002.0,Sports,0.36,0.9,0.0,0.27,38.0,5,T
1240,Pac-Man World 2,PS2,2002.0,Action,1.26,0.05,0.0,0.21,73.0,7.8,E
1249,The Simpsons Game,PS2,2007.0,Action,0.35,0.03,0.0,1.13,68.0,8.2,T
1256,Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,0.66,0.52,0.15,0.17,76.0,8.9,E
1258,Red Faction II,PS2,2002.0,Shooter,0.49,0.78,0.0,0.23,84.0,8.3,M
1259,Madden NFL 2001,PS2,2000.0,Sports,1.19,0.07,0.05,0.2,91.0,7.7,E
1269,Madden NFL 09,PS2,2008.0,Sports,1.22,0.0,0.0,0.27,67.0,7,E
1272,Buzz! The BIG Quiz,PS2,2006.0,Misc,0.0,1.1,0.0,0.39,,,
1276,Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,0.47,0.37,0.52,0.12,57.0,6.9,T
1286,Major League Baseball 2K5,PS2,2005.0,Sports,0.72,0.56,0.0,0.19,82.0,7.4,E
1287,Fight Night 2004,PS2,2004.0,Fighting,1.08,0.2,0.0,0.2,85.0,9,T
1300,Midway Arcade Treasures,PS2,2003.0,Misc,0.72,0.56,0.0,0.19,76.0,tbd,T
1313,Onimusha 3: Demon Siege,PS2,2004.0,Action,0.37,0.47,0.54,0.07,85.0,8.6,M
1315,Red Dead Revolver,PS2,2004.0,Shooter,0.71,0.55,0.0,0.19,73.0,7.8,M
1316,Resident Evil: Outbreak,PS2,2003.0,Action,0.54,0.35,0.46,0.1,71.0,8.3,M
1324,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,1.38,0.05,0.0,0.02,,,
1327,SingStar Pop,PS2,2007.0,Misc,0.04,1.08,0.0,0.32,73.0,7.5,E10+
1332,Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,1.03,0.32,0.0,0.09,88.0,8.2,E
1333,NCAA Football 2003,PS2,2002.0,Sports,1.16,0.08,0.0,0.19,91.0,8.6,E
1349,Cabela's Big Game Hunter,PS2,2002.0,Sports,0.7,0.54,0.0,0.18,59.0,7.8,T
1350,NBA Live 06 (Weekly american sales),PS2,2005.0,Sports,1.35,0.05,0.0,0.02,,,
1353,NFL Street,PS2,2004.0,Sports,1.15,0.08,0.0,0.19,80.0,8.9,E
1370,Gran Turismo 4 Prologue,PS2,2003.0,Racing,0.0,0.47,0.77,0.17,,,
1372,Twisted Metal: Black,PS2,2001.0,Racing,1.19,0.17,0.0,0.05,91.0,8.4,M
1373,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,0.69,0.54,0.0,0.18,87.0,8.4,E
1378,Need For Speed: Undercover,PS2,2008.0,Racing,0.38,0.08,0.03,0.93,,6.5,T
1385,Colin McRae Rally 3,PS2,2002.0,Racing,0.03,1.05,0.02,0.3,86.0,7.7,E
1391,Dynasty Warriors 5,PS2,2005.0,Action,0.24,0.18,0.91,0.06,69.0,8.8,T
1406,Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,0.67,0.53,0.0,0.18,81.0,8.1,T
1408,LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,0.6,0.01,0.0,0.76,77.0,8.4,E10+
1423,SingStar Abba,PS2,2008.0,Misc,0.23,0.04,0.0,1.09,64.0,tbd,T
1427,Dead to Rights,PS2,2002.0,Shooter,0.67,0.52,0.0,0.17,73.0,8.9,M
1436,Samurai Warriors,PS2,2004.0,Action,0.22,0.05,1.06,0.02,73.0,8.7,T
1441,SingStar Party,PS2,2004.0,Misc,0.0,1.04,0.0,0.31,,,
1446,Test Drive,PS2,2002.0,Racing,0.95,0.21,0.01,0.18,73.0,7.4,T
1459,Need for Speed Carbon,PS2,2006.0,Racing,1.22,0.05,0.05,0.01,74.0,8.4,E10+
1463,Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,0.65,0.51,0.0,0.17,73.0,8.2,M
1465,MVP Baseball 2004,PS2,2004.0,Sports,1.1,0.06,0.0,0.18,90.0,8.6,E
1467,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,1.27,0.05,0.0,0.02,,,
1476,Corvette,PS2,2004.0,Racing,0.65,0.51,0.0,0.17,57.0,6.5,E
1484,NFL 2K3,PS2,2002.0,Sports,1.06,0.08,0.0,0.18,93.0,7.4,E
1495,IHRA Drag Racing 2,PS2,2002.0,Racing,0.64,0.5,0.0,0.17,,7.4,E
1498,Madagascar,PS2,2005.0,Platform,0.78,0.45,0.0,0.07,69.0,7.4,E10+
1502,Turok: Evolution,PS2,2002.0,Shooter,0.64,0.5,0.0,0.17,61.0,7.3,M
1508,NBA Live 07,PS2,2006.0,Sports,1.07,0.04,0.02,0.17,63.0,6,E
1511,SingStar '80s,PS2,2005.0,Misc,0.27,0.02,0.0,1.02,78.0,8.3,T
1528,Transformers,PS2,2004.0,Shooter,0.63,0.49,0.0,0.16,75.0,8.6,T
1534,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,1.22,0.05,0.0,0.01,,,
1537,Champions of Norrath,PS2,2004.0,Role-Playing,0.63,0.49,0.0,0.16,85.0,8.4,T
1543,Manhunt,PS2,2003.0,Action,0.63,0.49,0.0,0.16,76.0,8.3,M
1545,Silent Hill 2,PS2,2001.0,Action,0.62,0.49,0.0,0.16,89.0,8.9,M
1553,LEGO Batman: The Videogame,PS2,2008.0,Action,0.72,0.03,0.0,0.52,77.0,8.9,E10+
1561,.hack//Infection Part 1,PS2,2002.0,Role-Playing,0.49,0.38,0.26,0.13,75.0,8.5,T
1566,Jet Li: Rise to Honor,PS2,2004.0,Action,0.62,0.48,0.0,0.16,,,
