,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
2023,Shrek 2,GC,2004.0,Platform,0.73,0.26,0.01,0.03,70.0,6.4,E
2079,The Simpsons: Hit & Run,GC,2003.0,Racing,0.77,0.2,0.0,0.03,,,
2087,Shadow The Hedgehog,GC,2005.0,Platform,0.76,0.2,0.0,0.03,51.0,6.6,E10+
2133,LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,0.75,0.19,0.0,0.03,84.0,9.1,E10+
2162,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,0.74,0.19,0.0,0.03,71.0,8.6,E
2187,The SpongeBob SquarePants Movie,GC,2004.0,Platform,0.73,0.19,0.0,0.03,73.0,7.8,E
2227,Cars,GC,2006.0,Racing,0.72,0.19,0.0,0.03,71.0,7,E
2259,Sonic Riders,GC,2006.0,Racing,0.71,0.18,0.0,0.03,59.0,8,E
2334,Finding Nemo,GC,2003.0,Action,0.69,0.18,0.0,0.02,62.0,5.5,E
2452,Spider-Man 2,GC,2004.0,Action,0.65,0.17,0.0,0.02,80.0,8.8,T
2456,The Incredibles,GC,2004.0,Action,0.65,0.17,0.0,0.02,63.0,7.1,T
2504,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,0.64,0.17,0.0,0.02,91.0,9,T
2532,The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,0.63,0.16,0.0,0.02,86.0,7.2,E
2557,Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,0.62,0.16,0.0,0.02,75.0,7.6,T
2571,Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,0.68,0.09,0.0,0.02,68.0,8.3,E
2584,Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,0.61,0.16,0.0,0.02,79.0,8.9,E
2635,James Bond 007: Nightfire,GC,2002.0,Shooter,0.6,0.16,0.0,0.02,80.0,8.6,T
2818,James Bond 007: Agent Under Fire,GC,2002.0,Shooter,0.56,0.15,0.0,0.02,74.0,6.8,T
2872,Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,0.55,0.14,0.0,0.02,73.0,7.8,T
2876,Yu-Gi-Oh! The Falsebound Kingdom,GC,2002.0,Strategy,0.49,0.13,0.07,0.02,,,
2877,Spyro: Enter the Dragonfly,GC,2002.0,Platform,0.55,0.14,0.0,0.02,48.0,5.1,E
2886,"WarioWare, Inc.: Mega Party Game$",GC,2003.0,Puzzle,0.2,0.05,0.44,0.02,,,
2898,Tony Hawk's Underground,GC,2003.0,Sports,0.54,0.14,0.0,0.02,89.0,8.5,T
2908,Madden NFL 2005,GC,2004.0,Sports,0.54,0.14,0.0,0.02,90.0,tbd,E
2952,Dragon Ball Z: Budokai,GC,2003.0,Fighting,0.53,0.14,0.0,0.02,65.0,6.3,T
2958,Harry Potter and the Chamber of Secrets,GC,2002.0,Action,0.53,0.14,0.0,0.02,77.0,8.3,E
2961,The Lord of the Rings: The Return of the King,GC,2003.0,Action,0.53,0.14,0.0,0.02,84.0,8.5,T
2979,Naruto: Clash of Ninja,GC,2003.0,Fighting,0.53,0.14,0.0,0.02,72.0,8.1,T
3050,Madagascar,GC,2005.0,Platform,0.52,0.13,0.0,0.02,70.0,tbd,E10+
3066,The Sims: Bustin' Out,GC,2003.0,Simulation,0.43,0.2,0.0,0.03,81.0,9,T
3094,F-Zero GX,GC,2003.0,Racing,0.41,0.11,0.12,0.02,89.0,8.5,T
3215,Namco Museum,GC,2002.0,Misc,0.48,0.13,0.0,0.02,62.0,tbd,E
3229,Madden NFL 07,GC,2006.0,Sports,0.48,0.13,0.0,0.02,82.0,9.2,E
3240,Viewtiful Joe,GC,2003.0,Action,0.38,0.1,0.12,0.02,93.0,8.3,T
3253,Pac-Man Player's Choice Bundle,GC,2003.0,Misc,0.48,0.12,0.0,0.02,,,
3314,Madden NFL 2002,GC,2001.0,Sports,0.47,0.12,0.0,0.02,89.0,tbd,E
3327,Wave Race: Blue Storm,GC,2001.0,Racing,0.4,0.1,0.09,0.02,80.0,8.3,E
3387,Medal of Honor: Frontline,GC,2002.0,Shooter,0.46,0.12,0.0,0.02,80.0,7.9,T
3397,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,0.46,0.12,0.0,0.02,62.0,7.3,E
3477,Tony Hawk's Pro Skater 4,GC,2002.0,Sports,0.45,0.12,0.0,0.02,91.0,8.6,T
3506,Madden NFL 06,GC,2005.0,Sports,0.44,0.11,0.0,0.02,86.0,8.5,E
3551,True Crime: Streets of LA,GC,2003.0,Action,0.44,0.11,0.0,0.02,77.0,7.3,M
3581,Need for Speed: Most Wanted,GC,2005.0,Racing,0.43,0.11,0.0,0.02,80.0,9.1,T
3715,Fire Emblem: Path of Radiance,GC,2005.0,Action,0.29,0.08,0.16,0.01,85.0,8.9,T
3721,SSX Tricky,GC,2001.0,Sports,0.42,0.11,0.0,0.01,87.0,8.6,E
3739,NBA Street Vol. 2,GC,,Sports,0.41,0.11,0.0,0.01,88.0,8.1,E
3787,X-Men Legends,GC,2004.0,Role-Playing,0.41,0.11,0.0,0.01,81.0,8.5,T
3802,The Lord of the Rings: The Two Towers,GC,2002.0,Action,0.41,0.11,0.0,0.01,82.0,8.7,T
3889,Madden NFL 2004,GC,2003.0,Sports,0.4,0.1,0.0,0.01,94.0,7.7,E
3949,Avatar: The Last Airbender,GC,2006.0,Adventure,0.39,0.1,0.0,0.01,60.0,6.5,E10+
3990,Tony Hawk's Underground 2,GC,2004.0,Sports,0.38,0.1,0.0,0.01,82.0,8.9,T
4026,WWE Wrestlemania X8,GC,2002.0,Fighting,0.38,0.1,0.0,0.01,64.0,6.9,T
4032,The Sims,GC,2003.0,Simulation,0.35,0.13,0.0,0.01,85.0,7.7,T
4058,Crazy Taxi,GC,2001.0,Racing,0.36,0.09,0.02,0.01,69.0,7.5,T
4203,Dance Dance Revolution: Mario Mix,GC,2005.0,Misc,0.36,0.09,0.0,0.01,69.0,8.4,E
4204,Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,0.3,0.08,0.07,0.01,85.0,9,M
4282,Enter the Matrix,GC,2003.0,Action,0.34,0.09,0.02,0.01,63.0,8,T
4288,Phantasy Star Online Episode I & II,GC,2002.0,Role-Playing,0.23,0.06,0.16,0.01,,,
4350,NBA Live 2005,GC,2004.0,Sports,0.35,0.09,0.0,0.01,83.0,6.7,E
4353,WWE Day of Reckoning,GC,2004.0,Fighting,0.35,0.09,0.0,0.01,79.0,9.1,T
4422,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,0.34,0.09,0.0,0.01,,,
4432,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,0.0,0.0,0.43,0.01,,,
4434,Wario World,GC,2003.0,Platform,0.34,0.09,0.0,0.01,71.0,7.2,E
4443,TimeSplitters 2,GC,2002.0,Shooter,0.34,0.09,0.0,0.01,88.0,9,T
4446,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,0.34,0.09,0.0,0.01,92.0,8.7,M
4535,Madden NFL 2003,GC,2002.0,Sports,0.33,0.09,0.0,0.01,92.0,8.5,E
4548,NBA Street,GC,2002.0,Sports,0.33,0.09,0.0,0.01,88.0,8.6,E
4557,Medal of Honor: Rising Sun,GC,2003.0,Shooter,0.33,0.09,0.0,0.01,68.0,6.4,T
4564,Tony Hawk's American Wasteland,GC,2005.0,Sports,0.33,0.08,0.0,0.01,76.0,7.7,T
4607,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,0.32,0.08,0.0,0.01,84.0,8.2,T
4612,Mega Man Anniversary Collection,GC,2004.0,Platform,0.32,0.08,0.0,0.01,81.0,8.8,E
4620,Harry Potter and the Goblet of Fire,GC,2005.0,Action,0.32,0.08,0.0,0.01,69.0,6.3,E10+
4626,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,0.32,0.08,0.0,0.01,,,
4723,Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,0.31,0.08,0.0,0.01,81.0,8.7,M
4762,Tak and the Power of Juju,GC,2003.0,Platform,0.31,0.08,0.0,0.01,71.0,8.2,E
4780,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,0.31,0.08,0.0,0.01,68.0,8.5,E
4788,Battalion Wars,GC,2005.0,Strategy,0.25,0.07,0.07,0.01,76.0,8.8,T
4790,Power Rangers: Dino Thunder,GC,2004.0,Action,0.31,0.08,0.0,0.01,49.0,tbd,E
4822,Rampage: Total Destruction,GC,2006.0,Action,0.31,0.08,0.0,0.01,57.0,6.7,E10+
4824,The Urbz: Sims in the City,GC,2004.0,Simulation,0.24,0.14,0.0,0.02,73.0,8.4,T
4837,Star Wars: Clone Wars,GC,2002.0,Shooter,0.31,0.08,0.0,0.01,,,
4850,Call of Duty: Finest Hour,GC,2004.0,Shooter,0.31,0.08,0.0,0.01,74.0,8.9,T
4896,Donkey Konga 2,GC,2004.0,Misc,0.3,0.08,0.0,0.01,69.0,6,T
4914,Chibi-Robo! Plug into Adventure!,GC,2005.0,Adventure,0.23,0.06,0.09,0.01,,,
4978,Turok: Evolution,GC,2002.0,Shooter,0.3,0.08,0.0,0.01,70.0,7,M
4991,Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,0.3,0.08,0.0,0.01,54.0,5.7,T
5001,SSX 3,GC,2003.0,Sports,0.29,0.08,0.0,0.01,92.0,8.7,E
5031,Pokemon Channel,GC,2003.0,Adventure,0.24,0.06,0.07,0.01,55.0,6,E
5059,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,0.29,0.08,0.0,0.01,67.0,7.3,E
5077,Ultimate Spider-Man,GC,2005.0,Action,0.29,0.07,0.0,0.01,76.0,7.2,T
5087,"Monsters, Inc. Scream Arena",GC,2002.0,Platform,0.29,0.07,0.0,0.01,39.0,4.7,E
5112,Custom Robo,GC,2004.0,Role-Playing,0.29,0.07,0.0,0.01,65.0,8.1,T
5117,Pac-Man World 2,GC,2002.0,Action,0.28,0.07,0.0,0.01,74.0,8.3,E
5158,GoldenEye: Rogue Agent,GC,2004.0,Shooter,0.28,0.07,0.0,0.01,60.0,6.7,T
5254,Nicktoons: Unite!,GC,2005.0,Adventure,0.27,0.07,0.0,0.01,,,
5298,Need for Speed Carbon,GC,2006.0,Racing,0.27,0.07,0.0,0.01,75.0,7.8,E10+
5323,NFL Street,GC,2004.0,Sports,0.27,0.07,0.0,0.01,81.0,8,E
5335,Over the Hedge,GC,2006.0,Platform,0.27,0.07,0.0,0.01,61.0,9.3,E10+
5382,WWE Day of Reckoning 2,GC,2005.0,Fighting,0.26,0.07,0.0,0.01,76.0,6,T
5414,Teenage Mutant Ninja Turtles,GC,2003.0,Action,0.26,0.07,0.0,0.01,57.0,8,E
5456,WWE Wrestlemania XIX,GC,2003.0,Fighting,0.26,0.07,0.0,0.01,76.0,8.7,T
5457,The Sims 2,GC,2005.0,Simulation,0.26,0.07,0.0,0.01,73.0,8.3,T
5466,Tak 2: The Staff of Dreams,GC,2004.0,Platform,0.26,0.07,0.0,0.01,75.0,8.6,E
5501,Call Of Duty 2: Big Red One,GC,2005.0,Shooter,0.25,0.07,0.0,0.01,76.0,7.9,T
5509,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,0.25,0.07,0.0,0.01,74.0,7.7,E
5518,Naruto: Gekito Ninja Taisen! 4,GC,2005.0,Fighting,0.0,0.0,0.32,0.01,,,
5521,MVP Baseball 2005,GC,2005.0,Sports,0.25,0.07,0.0,0.01,88.0,8.7,E
5530,Teen Titans,GC,2006.0,Action,0.25,0.07,0.0,0.01,63.0,6.9,E10+
5535,NBA Live 06,GC,2005.0,Sports,0.25,0.07,0.0,0.01,76.0,tbd,E
5602,Prince of Persia: The Sands of Time,GC,2003.0,Action,0.25,0.06,0.0,0.01,92.0,8.4,T
5787,NASCAR Thunder 2003,GC,2002.0,Racing,0.24,0.06,0.0,0.01,85.0,6.6,E
5842,Burnout,GC,2002.0,Racing,0.23,0.06,0.0,0.01,78.0,7.9,E
5889,NBA Live 2003,GC,,Sports,0.23,0.06,0.0,0.01,82.0,8.2,E
5919,Shark Tale,GC,2004.0,Action,0.23,0.06,0.0,0.01,69.0,tbd,E
5931,Scooby-Doo! Night of 100 Frights,GC,2002.0,Platform,0.23,0.06,0.0,0.01,,,
5958,NBA Street V3,GC,2005.0,Sports,0.23,0.06,0.0,0.01,88.0,8.4,E
5982,From TV Animation One Piece: Treasure Battle!,GC,2002.0,Fighting,0.0,0.0,0.28,0.01,,,
6016,The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,0.22,0.06,0.0,0.01,74.0,7.8,T
6019,Nicktoons: Battle for Volcano Island,GC,,Action,0.22,0.06,0.0,0.01,,7,E
6074,Spyro: A Hero's Tail,GC,2004.0,Platform,0.22,0.06,0.0,0.01,62.0,8.3,E
6109,ATV Quad Power Racing 2,GC,2003.0,Racing,0.22,0.06,0.0,0.01,70.0,9,E
6180,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,,Action,0.22,0.06,0.0,0.01,71.0,tbd,T
6189,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,0.22,0.06,0.0,0.01,65.0,tbd,E
6199,Pac-Man Fever,GC,,Misc,0.21,0.06,0.0,0.01,54.0,6.3,E
6222,Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,0.0,0.0,0.27,0.01,,,
6224,Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,0.21,0.06,0.0,0.01,78.0,7.7,T
6254,Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,0.21,0.06,0.0,0.01,66.0,5.8,T
6289,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,0.21,0.05,0.0,0.01,80.0,9,T
6312,Disney's Chicken Little,GC,2005.0,Platform,0.21,0.05,0.0,0.01,67.0,tbd,E10+
6315,Ty the Tasmanian Tiger,GC,2002.0,Platform,0.21,0.05,0.0,0.01,69.0,8.7,E
6359,NBA Live 2004,GC,2003.0,Sports,0.21,0.05,0.0,0.01,84.0,9,E
6375,The Sims 2: Pets,GC,2006.0,Simulation,0.21,0.05,0.0,0.01,66.0,7.3,T
6475,Star Wars: Bounty Hunter,GC,2002.0,Shooter,0.2,0.05,0.0,0.01,67.0,7.6,T
6513,Batman: Vengeance,GC,2001.0,Adventure,0.2,0.05,0.0,0.01,70.0,5.8,T
6523,Crash Nitro Kart,GC,2003.0,Racing,0.2,0.05,0.0,0.01,66.0,7.4,E
6548,Lemony Snicket's A Series of Unfortunate Events,GC,2004.0,Platform,0.2,0.05,0.0,0.01,,,
6564,Backyard NFL Football,GC,2002.0,Sports,0.2,0.05,0.0,0.01,,,
6579,MVP Baseball 2004,GC,2004.0,Sports,0.2,0.05,0.0,0.01,89.0,8.5,E
6594,Bomberman Generation,GC,2002.0,Adventure,0.15,0.04,0.06,0.01,81.0,8.5,E
6608,Happy Feet,GC,2006.0,Action,0.2,0.05,0.0,0.01,,8.6,E
6644,Medal of Honor European Assault,GC,2005.0,Shooter,0.19,0.05,0.0,0.01,71.0,7.9,T
6645,Billy Hatcher and the Giant Egg,GC,2003.0,Platform,0.19,0.05,0.0,0.01,71.0,8.7,E
6684,Def Jam Vendetta,GC,2003.0,Fighting,0.19,0.05,0.0,0.01,81.0,8.5,T
6724,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,0.19,0.05,0.0,0.01,55.0,7.9,E
6737,Nickelodeon Party Blast,GC,2002.0,Misc,0.19,0.05,0.0,0.01,,tbd,E
6746,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,0.19,0.05,0.0,0.01,82.0,6.2,T
6757,NBA Courtside 2002,GC,2002.0,Sports,0.19,0.05,0.0,0.01,71.0,7.4,E
6802,Harvest Moon: Magical Melody,GC,2005.0,Simulation,0.19,0.05,0.0,0.01,83.0,8.9,E
6820,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,0.19,0.05,0.0,0.01,81.0,8.3,T
6824,The Simpsons: Road Rage,GC,2001.0,Racing,0.19,0.05,0.0,0.01,67.0,7.7,T
6842,Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,0.19,0.05,0.0,0.01,70.0,9.2,E
6858,Fantastic 4,GC,2005.0,Action,0.19,0.05,0.0,0.01,61.0,4,T
6984,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,0.18,0.05,0.0,0.01,75.0,7.8,T
6985,Tom Clancy's Splinter Cell,GC,2003.0,Action,0.18,0.05,0.0,0.01,89.0,8.7,T
6997,Rocket Power: Beach Bandits,GC,2002.0,Platform,0.18,0.05,0.0,0.01,53.0,tbd,E
7076,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,0.18,0.05,0.0,0.01,90.0,8,E
7125,Def Jam: Fight for NY,GC,2004.0,Fighting,0.17,0.05,0.0,0.01,,,
7132,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003.0,Misc,0.17,0.04,0.0,0.01,,,
7150,Skies of Arcadia Legends,GC,2002.0,Role-Playing,0.17,0.04,0.0,0.01,84.0,9.2,T
7160,NCAA Football 2005,GC,2004.0,Sports,0.17,0.04,0.0,0.01,88.0,9,E
7199,Tetris Worlds,GC,2002.0,Puzzle,0.17,0.04,0.0,0.01,47.0,5.6,E
7207,Viewtiful Joe 2,GC,2004.0,Action,0.17,0.04,0.0,0.01,86.0,8.3,T
7228,All-Star Baseball 2002,GC,2001.0,Sports,0.17,0.04,0.0,0.01,66.0,5.6,E
7236,From Russia With Love,GC,2005.0,Action,0.17,0.04,0.0,0.01,70.0,8.5,T
7266,NFL 2K3,GC,2002.0,Sports,0.17,0.04,0.0,0.01,92.0,8.3,E
7275,Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,0.17,0.04,0.0,0.01,,,
7281,Shrek SuperSlam,GC,2005.0,Action,0.17,0.04,0.0,0.01,70.0,7.8,E10+
7304,Namco Museum: 50th Anniversary,GC,2005.0,Misc,0.17,0.04,0.0,0.01,60.0,tbd,E10+
7320,Bratz: Forever Diamondz,GC,2006.0,Adventure,0.17,0.04,0.0,0.01,,tbd,E
7363,Naruto: Clash of Ninja (JP sales),GC,2003.0,Fighting,0.0,0.0,0.21,0.01,,,
7382,The Fairly OddParents: Breakin' Da Rules,GC,2003.0,Platform,0.16,0.04,0.0,0.01,,,
7413,Bionicle,GC,2003.0,Action,0.16,0.04,0.0,0.01,47.0,4.2,E
7440,NHL Hitz 20-02,GC,2001.0,Sports,0.16,0.04,0.0,0.01,79.0,8.7,E
7442,NCAA Football 2003,GC,2002.0,Sports,0.16,0.04,0.0,0.01,91.0,8.1,E
7485,BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,0.16,0.04,0.0,0.01,33.0,7.5,E
7492,Dragon Ball Z: Sagas,GC,2005.0,Fighting,0.16,0.04,0.0,0.01,48.0,6.6,T
7537,Bratz: Rock Angelz,GC,2005.0,Misc,0.16,0.04,0.0,0.01,,tbd,E
7545,From TV Animation One Piece: Grand Battle! 3,GC,2003.0,Fighting,0.0,0.0,0.2,0.01,,,
7557,The Fairly Odd Parents: Shadow Showdown,GC,2004.0,Platform,0.16,0.04,0.0,0.01,,,
7569,Spy Hunter,GC,2002.0,Racing,0.16,0.04,0.0,0.01,71.0,tbd,T
7588,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004.0,Platform,0.15,0.04,0.0,0.01,70.0,8.6,E
7646,NFL Street 2,GC,2004.0,Sports,0.15,0.04,0.0,0.01,77.0,tbd,E
7656,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,Platform,0.15,0.04,0.0,0.01,66.0,8.3,E
7684,MC Groovz Dance Craze,GC,2004.0,Misc,0.15,0.04,0.0,0.01,42.0,6.8,E
7693,Prince of Persia: Warrior Within,GC,2004.0,Action,0.15,0.04,0.0,0.01,83.0,8.6,M
7737,Ice Age 2: The Meltdown,GC,2006.0,Platform,0.15,0.04,0.0,0.01,67.0,tbd,E10+
7774,Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,Adventure,0.15,0.04,0.0,0.01,50.0,8.9,E
7840,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,Action,0.15,0.04,0.0,0.01,49.0,4.6,T
7864,Hulk,GC,2003.0,Action,0.15,0.04,0.0,0.01,71.0,7.4,T
7879,The Legend of Spyro: A New Beginning,GC,2006.0,Platform,0.15,0.04,0.0,0.01,67.0,7.3,E10+
8053,Bloody Roar: Primal Fury,GC,2002.0,Fighting,0.14,0.04,0.0,0.0,75.0,8.5,T
8060,FIFA Soccer 07,GC,2006.0,Sports,0.14,0.04,0.0,0.0,,,
8096,Gauntlet: Dark Legacy,GC,2002.0,Action,0.14,0.04,0.0,0.0,60.0,9.1,T
8112,Gun,GC,2005.0,Shooter,0.14,0.04,0.0,0.0,77.0,8.6,M
8130,FIFA Soccer 2002,GC,2001.0,Sports,0.14,0.04,0.0,0.0,81.0,8,E
8136,Disney's Tarzan Untamed,GC,2001.0,Platform,0.14,0.04,0.0,0.0,61.0,7.4,E
8152,Charlie and the Chocolate Factory,GC,2005.0,Adventure,0.14,0.04,0.0,0.0,39.0,3.2,E
8215,Rugrats: Royal Ransom,GC,2002.0,Platform,0.13,0.03,0.0,0.0,,6.7,E
8220,Open Season,GC,2006.0,Platform,0.13,0.03,0.0,0.0,59.0,tbd,E10+
8227,Major League Baseball 2K6,GC,2006.0,Sports,0.13,0.03,0.0,0.0,66.0,tbd,E
8233,The Grim Adventures of Billy & Mandy,GC,2006.0,Action,0.13,0.03,0.0,0.0,,,
8241,The Hobbit,GC,2003.0,Platform,0.13,0.03,0.0,0.0,61.0,7.3,E
8246,True Crime: New York City,GC,2005.0,Action,0.13,0.03,0.0,0.0,59.0,8.8,M
8259,Fight Night Round 2,GC,2005.0,Fighting,0.13,0.03,0.0,0.0,87.0,7.9,T
8295,Looney Tunes: Back in Action,GC,2003.0,Platform,0.13,0.03,0.0,0.0,64.0,5,E
8366,SSX On Tour,GC,2005.0,Sports,0.13,0.03,0.0,0.0,80.0,7.5,E
8374,Shrek Extra Large,GC,2002.0,Platform,0.13,0.03,0.0,0.0,36.0,5.6,T
8394,Mega Man Network Transmission,GC,2003.0,Platform,0.13,0.03,0.0,0.0,65.0,7.6,E
8409,Lost Kingdoms,GC,2002.0,Role-Playing,0.1,0.02,0.04,0.0,72.0,8,T
8440,Midway Arcade Treasures,GC,2003.0,Misc,0.13,0.03,0.0,0.0,72.0,8.2,T
8452,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,0.01,0.0,0.15,0.0,71.0,8.5,E
8484,Robotech: Battlecry,GC,2002.0,Shooter,0.13,0.03,0.0,0.0,74.0,8.4,T
8507,Midway Arcade Treasures 2,GC,2004.0,Misc,0.13,0.03,0.0,0.0,74.0,tbd,M
