,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
777,Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,1.49,0.46,0.0,0.18,62.0,5.2,E
805,Rock Band,Wii,,Misc,1.33,0.56,0.0,0.2,80.0,6.3,T
809,Mario Sports Mix,Wii,2010.0,Sports,0.88,0.44,0.63,0.12,64.0,7.1,E
813,Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,1.35,0.52,0.0,0.19,73.0,7.1,E10+
818,Kirby's Epic Yarn,Wii,2010.0,Platform,1.42,0.09,0.45,0.1,,,
819,Wipeout: The Game,Wii,2009.0,Misc,1.94,0.0,0.0,0.12,,,
843,Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,0.72,1.08,0.0,0.23,73.0,7.7,E10+
850,Just Dance 2015,Wii,2014.0,Misc,0.99,0.85,0.0,0.17,,8.4,E10+
887,Call of Duty: World at War,Wii,2008.0,Shooter,1.17,0.58,0.0,0.18,83.0,7.6,M
911,Mario Super Sluggers,Wii,2008.0,Sports,1.48,0.0,0.29,0.12,69.0,7.8,E
913,Monopoly,Wii,2008.0,Misc,0.86,0.83,0.0,0.2,70.0,7.8,E
916,Game Party 2,Wii,2008.0,Misc,1.28,0.43,0.0,0.17,29.0,4.6,E
922,Toy Story Mania!,Wii,2009.0,Misc,1.04,0.66,0.0,0.18,49.0,6.6,E
936,Star Wars: The Force Unleashed,Wii,2008.0,Action,1.11,0.56,0.0,0.18,71.0,7.9,T
949,Rayman Raving Rabbids 2,Wii,2007.0,Misc,0.82,0.82,0.0,0.2,67.0,8.3,E10+
954,GoldenEye 007 (2010),Wii,2010.0,Action,0.84,0.7,0.13,0.16,,,
977,Metroid Prime 3: Corruption,Wii,2007.0,Shooter,0.89,0.74,0.07,0.09,90.0,8.9,T
989,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,1.01,0.6,0.0,0.15,76.0,7.7,E10+
990,High School Musical: Sing It!,Wii,2007.0,Misc,1.15,0.45,0.0,0.16,,,
1043,The Beatles: Rock Band,Wii,2009.0,Misc,1.17,0.39,0.0,0.15,89.0,8.9,T
1058,Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,1.58,0.0,0.0,0.12,,7.8,T
1070,Game Party 3,Wii,2009.0,Puzzle,1.4,0.16,0.0,0.12,37.0,tbd,E
1074,Sonic Colors,Wii,2010.0,Platform,0.92,0.6,0.01,0.15,78.0,8.5,E
1082,We Ski,Wii,2008.0,Sports,0.97,0.4,0.14,0.15,67.0,8.5,E
1098,Big Beach Sports,Wii,2008.0,Sports,0.45,1.02,0.0,0.2,44.0,8,E
1101,Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,0.93,0.56,0.0,0.16,78.0,8.7,E10+
1109,Kirby's Return to Dreamland,Wii,2011.0,Platform,0.58,0.21,0.79,0.07,77.0,8.5,E10+
1112,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,1.21,0.3,0.0,0.14,56.0,6.7,T
1116,MySims,Wii,2007.0,Simulation,0.9,0.54,0.04,0.17,68.0,7.2,E
1158,Disney Infinity,Wii,2013.0,Action,1.05,0.41,0.0,0.14,,4.2,E10+
1167,Pokemon Battle Revolution,Wii,2006.0,Role-Playing,0.78,0.37,0.3,0.13,53.0,6.7,E
1169,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,0.94,0.48,0.01,0.15,69.0,6.8,E10+
1191,Carnival Games: Mini Golf,Wii,2008.0,Sports,0.86,0.54,0.0,0.15,38.0,5.7,E
1200,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,0.73,0.67,0.0,0.15,73.0,7,E10+
1206,Guitar Hero 5,Wii,2009.0,Misc,0.92,0.48,0.0,0.15,89.0,6.9,T
1214,Active Life: Outdoor Challenge,Wii,2008.0,Sports,0.78,0.43,0.19,0.14,69.0,8.1,E
1220,Go Vacation,Wii,2011.0,Misc,0.42,0.65,0.33,0.14,64.0,7.8,E10+
1228,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,0.67,0.43,0.29,0.14,75.0,7.6,M
1242,MySims Kingdom,Wii,2008.0,Simulation,0.7,0.64,0.01,0.16,76.0,8.1,E
1245,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,0.94,0.43,0.0,0.14,,,
1284,Disney Sing It: Pop Hits,Wii,2009.0,Misc,1.07,0.28,0.0,0.13,,tbd,E
1307,New Play Control! Mario Power Tennis,Wii,2009.0,Sports,0.35,0.69,0.28,0.14,,,
1326,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,0.77,0.49,0.03,0.15,,,
1329,Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,0.61,0.68,0.0,0.15,,,
1338,Smarty Pants,Wii,2007.0,Misc,0.52,0.75,0.0,0.16,65.0,7.6,E
1345,Hasbro Family Game Night,Wii,2008.0,Puzzle,0.96,0.33,0.0,0.13,63.0,7.5,E
1357,Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,0.8,0.47,0.0,0.14,81.0,8.7,E
1360,Rayman Raving Rabbids,Wii,2006.0,Misc,1.22,0.06,0.02,0.11,76.0,7.9,E
1368,The Sims 3,Wii,2010.0,Simulation,0.57,0.69,0.0,0.14,,2.5,T
1380,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,0.9,0.38,0.0,0.12,72.0,6.1,E10+
1392,Hannah Montana: Spotlight World Tour,Wii,2007.0,Action,0.87,0.38,0.0,0.13,,,
1396,LEGO Batman 2: DC Super Heroes,Wii,2012.0,Action,0.9,0.37,0.0,0.11,,7.1,E10+
1398,Toy Story 3: The Video Game,Wii,2010.0,Action,0.63,0.62,0.0,0.14,,,
1412,Call of Duty: Black Ops,Wii,2010.0,Shooter,0.8,0.45,0.0,0.12,80.0,5.8,M
1430,Hasbro Family Game Night 2,Wii,2009.0,Misc,0.7,0.52,0.0,0.13,63.0,6.3,E
1444,Disney Princess: Enchanted Journey,Wii,2007.0,Adventure,1.22,0.03,0.0,0.09,,4.3,E
1449,Metroid: Other M,Wii,2010.0,Action,0.85,0.27,0.13,0.1,79.0,6.5,T
1522,High School Musical 3: Senior Year DANCE!,Wii,2008.0,Misc,0.67,0.49,0.0,0.13,,,
1527,Deal or No Deal,Wii,2009.0,Misc,1.2,0.0,0.0,0.09,56.0,5,E
1533,EA Playground,Wii,2007.0,Sports,0.68,0.47,0.0,0.13,66.0,7.6,E
1535,Gold's Gym: Cardio Workout,Wii,2008.0,Sports,1.1,0.03,0.06,0.09,,8.4,E
1544,Need for Speed Carbon,Wii,2006.0,Racing,0.45,0.66,0.02,0.15,67.0,7.3,E10+
1547,Guitar Hero: Aerosmith,Wii,2008.0,Misc,1.03,0.14,0.0,0.1,73.0,7.2,T
1562,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,0.96,0.2,0.0,0.11,30.0,2,E
1571,EA Sports Active 2,Wii,2010.0,Sports,0.76,0.39,0.0,0.11,79.0,8.1,E
1572,Rockstar Games presents Table Tennis,Wii,2007.0,Sports,0.39,0.72,0.0,0.15,68.0,5.8,E
1603,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,0.45,0.67,0.0,0.12,52.0,6.8,E
1609,LEGO Harry Potter: Years 5-7,Wii,,Action,0.69,0.42,0.0,0.12,76.0,7.8,E10+
1633,Ben 10: Protector of Earth,Wii,2007.0,Action,0.54,0.55,0.0,0.13,63.0,7.7,E10+
1670,Boom Blox,Wii,2008.0,Puzzle,0.71,0.38,0.0,0.12,85.0,8.6,E
1673,The Sims 2: Castaway,Wii,2007.0,Simulation,0.44,0.63,0.0,0.14,73.0,8.2,T
1693,Pro Evolution Soccer 2008,Wii,2008.0,Sports,0.09,0.84,0.11,0.15,83.0,8.4,E
1700,Disney Sing It,Wii,2008.0,Misc,0.77,0.31,0.0,0.11,,tbd,E
1724,PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,0.53,0.16,0.42,0.06,62.0,7.2,E
1762,Wario Land: Shake It!,Wii,2008.0,Platform,0.59,0.31,0.15,0.1,,,
1803,EA Sports Active: More Workouts,Wii,2009.0,Sports,0.76,0.27,0.0,0.1,80.0,tbd,E
1821,Rabbids Go Home,Wii,2009.0,Platform,0.25,0.74,0.0,0.14,78.0,8.3,E10+
1867,Need for Speed: ProStreet,Wii,2007.0,Racing,0.53,0.45,0.0,0.12,61.0,6.9,E10+
1876,NERF N-Strike,Wii,2008.0,Shooter,0.91,0.09,0.0,0.09,66.0,4.4,E10+
1882,Sonic and the Black Knight,Wii,2009.0,Platform,0.64,0.34,0.01,0.1,54.0,6.9,E10+
1916,FIFA Soccer 11,Wii,2010.0,Sports,0.26,0.69,0.0,0.12,73.0,7.3,E
1922,The Biggest Loser,Wii,2009.0,Sports,0.86,0.12,0.0,0.09,,,
1928,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,0.6,0.36,0.0,0.11,88.0,8.8,E
1954,Endless Ocean,Wii,2007.0,Adventure,0.43,0.46,0.09,0.09,72.0,8.1,E
1962,Sega Superstars Tennis,Wii,2008.0,Sports,0.28,0.65,0.0,0.13,71.0,7,E10+
1966,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,0.46,0.31,0.2,0.09,75.0,8,M
2008,Guinness World Records: The Videogame,Wii,2008.0,Action,0.46,0.47,0.0,0.11,67.0,7,E10+
2016,MySims Agents,Wii,2009.0,Adventure,0.61,0.32,0.0,0.1,78.0,8.6,E
2019,FIFA Soccer 08,Wii,2007.0,Sports,0.32,0.59,0.01,0.11,65.0,6.1,E
2021,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,0.93,0.01,0.0,0.08,72.0,7,E
2022,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,0.32,0.36,0.26,0.09,72.0,8.4,T
2029,Disney Universe,Wii,2011.0,Action,0.64,0.28,0.0,0.1,61.0,6,E10+
2030,Dance on Broadway,Wii,2010.0,Misc,0.25,0.65,0.0,0.12,48.0,3.3,E10+
2037,Rock Band 2,Wii,2008.0,Misc,0.93,0.01,0.0,0.08,92.0,7.7,T
2040,Wall-E,Wii,2008.0,Platform,0.51,0.4,0.0,0.11,51.0,3.6,E
2042,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,0.44,0.46,0.0,0.11,74.0,8,T
2045,The Simpsons Game,Wii,2007.0,Action,0.45,0.46,0.0,0.11,64.0,6.1,T
2059,NERF N-Strike Elite,Wii,2009.0,Shooter,0.93,0.0,0.0,0.07,67.0,4.5,E10+
2092,Cars: Race-O-Rama,Wii,2009.0,Racing,0.61,0.29,0.0,0.09,58.0,tbd,E
2098,FIFA Soccer 10,Wii,2009.0,Sports,0.23,0.64,0.0,0.11,75.0,6.2,E
2105,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,0.38,0.5,0.0,0.11,59.0,5.9,T
2124,Wheel of Fortune,Wii,2010.0,Misc,0.86,0.04,0.0,0.06,,7.6,E
2128,Band Hero,Wii,2009.0,Misc,0.59,0.29,0.0,0.09,79.0,6.6,E10+
2139,Dragon Quest X,Wii,2012.0,Role-Playing,0.0,0.0,0.96,0.0,,,
2146,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,0.47,0.4,0.0,0.09,77.0,7.5,T
2147,de Blob,Wii,2008.0,Platform,0.49,0.37,0.0,0.1,82.0,8.6,E
2165,Scooby-Doo! First Frights,Wii,2009.0,Action,0.84,0.04,0.0,0.07,,,
2166,Epic Mickey 2: The Power of Two,Wii,2012.0,Action,0.67,0.21,0.0,0.07,,,
2179,Just Dance 2016,Wii,2015.0,Misc,0.41,0.46,0.0,0.08,,tbd,E10+
2180,Skylanders: Trap Team,Wii,2014.0,Action,0.41,0.46,0.0,0.08,,tbd,E10+
2186,Club Penguin: Game Day!,Wii,2010.0,Sports,0.54,0.32,0.0,0.08,,,
2201,Tony Hawk: RIDE,Wii,2009.0,Sports,0.69,0.17,0.0,0.08,47.0,4.5,E10+
2223,Guitar Hero: Metallica,Wii,2009.0,Misc,0.4,0.43,0.0,0.1,85.0,8.6,T
2244,Cars,Wii,2006.0,Racing,0.83,0.03,0.0,0.07,65.0,tbd,E
2257,Wii Play: Motion,Wii,2011.0,Misc,0.23,0.42,0.18,0.09,60.0,6.1,E10+
2265,Kung Fu Panda,Wii,2008.0,Action,0.5,0.32,0.0,0.09,70.0,6.7,E10+
2267,EA Sports Grand Slam Tennis,Wii,2009.0,Sports,0.28,0.51,0.02,0.11,,,
2269,Nickelodeon Fit,Wii,2010.0,Sports,0.76,0.09,0.0,0.06,,tbd,E
2275,Xenoblade Chronicles,Wii,2010.0,Role-Playing,0.43,0.25,0.16,0.07,92.0,8.9,T
2283,Sonic Riders: Zero Gravity,Wii,2008.0,Racing,0.48,0.32,0.02,0.09,56.0,8.1,E
2284,AMF Bowling Pinbusters!,Wii,2007.0,Sports,0.84,0.0,0.0,0.07,,,
2319,LEGO The Lord of the Rings,Wii,2012.0,Action,0.48,0.34,0.0,0.07,,7.2,E10+
2329,Cars 2,Wii,2011.0,Racing,0.43,0.37,0.0,0.09,,,
2339,We Ski & Snowboard,Wii,2008.0,Sports,0.38,0.29,0.15,0.08,,,
2343,CSI: Hard Evidence,Wii,2008.0,Adventure,0.36,0.43,0.0,0.1,,,
2346,FIFA Soccer 09 All-Play,Wii,2008.0,Sports,0.28,0.51,0.0,0.09,80.0,8.4,E
2353,Samba De Amigo,Wii,2008.0,Misc,0.41,0.37,0.01,0.09,68.0,8.1,E
2361,Rhythm Heaven,Wii,,Misc,0.11,0.0,0.77,0.01,,,
2366,Monster 4X4: World Circuit,Wii,2006.0,Racing,0.8,0.0,0.01,0.07,51.0,7.8,E
2377,Madden NFL 08,Wii,2007.0,Sports,0.8,0.0,0.0,0.07,76.0,6.8,E
2380,F1 2009,Wii,2009.0,Racing,0.15,0.62,0.0,0.11,69.0,7.2,E
2404,Cooking Mama: World Kitchen,Wii,2008.0,Simulation,0.51,0.27,0.01,0.08,62.0,4.9,E
2413,Ghostbusters: The Video Game,Wii,2009.0,Action,0.59,0.2,0.0,0.07,76.0,8.5,E10+
2417,Endless Ocean: Blue World,Wii,2009.0,Simulation,0.46,0.21,0.12,0.06,76.0,8.5,E10+
2426,Pictionary,Wii,2010.0,Puzzle,0.6,0.19,0.0,0.07,71.0,tbd,E
2430,Tomb Raider: Anniversary,Wii,2007.0,Action,0.12,0.62,0.0,0.11,73.0,7.3,T
2439,Gold's Gym: Dance Workout,Wii,2010.0,Sports,0.69,0.1,0.0,0.06,,tbd,E10+
2449,The House of the Dead: Overkill,Wii,2009.0,Shooter,0.44,0.3,0.02,0.09,78.0,8.7,M
2475,Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,0.74,0.04,0.0,0.06,57.0,6.7,T
2476,Madden NFL 09 All-Play,Wii,2008.0,Sports,0.76,0.01,0.0,0.06,82.0,7.2,E
2488,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,0.44,0.31,0.0,0.08,79.0,8.5,T
2493,Need for Speed: Nitro,Wii,2009.0,Racing,0.45,0.3,0.0,0.08,69.0,7.4,E10+
2500,Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,0.55,0.2,0.0,0.08,70.0,1.8,M
2507,Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,0.67,0.03,0.06,0.05,65.0,8.2,E
2512,Karaoke Revolution Glee,Wii,2010.0,Misc,0.51,0.24,0.0,0.07,,tbd,T
2515,The Price is Right,Wii,2008.0,Misc,0.76,0.0,0.0,0.06,,4.3,E
2561,Ben 10: Alien Force,Wii,2008.0,Action,0.52,0.21,0.0,0.07,45.0,7.8,E10+
2565,Deca Sports 2,Wii,2009.0,Sports,0.31,0.33,0.09,0.07,49.0,tbd,E
2573,Hasbro Family Game Night 3,Wii,2010.0,Misc,0.46,0.27,0.0,0.07,,tbd,E
2581,Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,0.43,0.29,0.0,0.07,48.0,6.4,T
2585,All Star Cheer Squad,Wii,2008.0,Sports,0.43,0.29,0.0,0.08,,5.2,E
2589,EA Sports Active NFL Training Camp,Wii,2010.0,Sports,0.75,0.0,0.0,0.05,,tbd,E
2646,MadWorld,Wii,2009.0,Action,0.45,0.23,0.02,0.07,81.0,8.6,M
2652,ABBA: You Can Dance,Wii,2011.0,Misc,0.18,0.49,0.0,0.1,66.0,tbd,E10+
2662,Ghost Squad,Wii,2007.0,Shooter,0.42,0.21,0.08,0.07,69.0,7.5,T
2677,FIFA 12,Wii,2011.0,Sports,0.15,0.5,0.0,0.11,,,
2700,DJ Hero,Wii,2009.0,Misc,0.45,0.23,0.0,0.07,87.0,7.6,T
2705,Star Wars: The Force Unleashed II,Wii,2010.0,Action,0.52,0.18,0.0,0.06,71.0,7.8,T
2712,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,0.28,0.39,0.0,0.08,60.0,6,E10+
2722,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,0.28,0.39,0.0,0.08,58.0,6,E
2723,PokePark 2: Wonders Beyond,Wii,2011.0,Action,0.26,0.19,0.27,0.04,60.0,7,E
2733,Deer Drive,Wii,2009.0,Sports,0.66,0.04,0.0,0.05,,tbd,T
2737,We Sing,Wii,2009.0,Misc,0.0,0.67,0.0,0.08,,,
2738,Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,0.21,0.46,0.0,0.08,62.0,7.6,E10+
2779,Namco Museum Remix,Wii,2007.0,Misc,0.68,0.0,0.0,0.05,49.0,6.3,E
2794,Harvest Moon: Animal Parade,Wii,2008.0,Simulation,0.58,0.08,0.02,0.05,76.0,8.9,E
2798,WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,0.49,0.17,0.0,0.06,78.0,7.7,T
2809,Just Dance Wii,Wii,2011.0,Misc,0.0,0.0,0.73,0.0,,,
2822,Monopoly Streets,Wii,2010.0,Misc,0.23,0.42,0.0,0.08,65.0,5.2,E
2833,Indiana Jones and the Staff of Kings,Wii,2009.0,Action,0.36,0.29,0.0,0.07,55.0,7,T
2845,Madden NFL 10,Wii,2009.0,Sports,0.62,0.04,0.0,0.06,77.0,7.2,E
2849,Madden NFL 11,Wii,,Sports,0.68,0.0,0.0,0.04,75.0,5.4,E
2857,Avatar: The Game,Wii,2009.0,Action,0.32,0.32,0.0,0.07,,,
2896,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007.0,Role-Playing,0.18,0.01,0.5,0.02,65.0,5.9,T
2939,LEGO Rock Band,Wii,2009.0,Misc,0.41,0.22,0.0,0.06,70.0,6.8,E10+
2945,FIFA Soccer 13,Wii,2012.0,Action,0.18,0.44,0.0,0.07,,1.6,E
2995,Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,0.33,0.0,0.33,0.02,82.0,8.8,E10+
3009,Taiko no Tatsujin Wii,Wii,2008.0,Misc,0.0,0.0,0.67,0.0,,,
3015,Red Steel,Wii,2006.0,Shooter,0.54,0.03,0.04,0.05,63.0,6.8,T
3016,Summer Sports: Paradise Island (Others sales),Wii,2008.0,Sports,0.0,0.66,0.0,0.01,,,
3025,Disney Tangled,Wii,2010.0,Action,0.46,0.16,0.0,0.05,,,
3031,Bakugan: Battle Brawlers,Wii,2009.0,Action,0.59,0.03,0.0,0.05,62.0,7.2,E
3038,Country Dance,Wii,2011.0,Misc,0.58,0.04,0.0,0.05,,tbd,E10+
3055,Puzzler Brain Games,Wii,2012.0,Puzzle,0.0,0.0,0.66,0.0,,,
3056,TV Show King Party,Wii,2008.0,Puzzle,0.18,0.4,0.0,0.08,,tbd,T
3092,The Biggest Loser: Challenge,Wii,2010.0,Sports,0.48,0.12,0.0,0.05,,tbd,E
3108,The Last Story,Wii,2011.0,Role-Playing,0.3,0.13,0.18,0.04,80.0,8.4,T
3120,007: Quantum of Solace,Wii,2008.0,Action,0.29,0.28,0.01,0.07,54.0,7.5,T
3131,Need For Speed: Undercover,Wii,2008.0,Racing,0.27,0.31,0.0,0.07,54.0,6.2,T
3151,New Play Control! Pikmin,Wii,2008.0,Strategy,0.28,0.12,0.19,0.04,,,
3156,Real Heroes: Firefighter,Wii,2009.0,Action,0.56,0.04,0.0,0.05,67.0,8.2,E10+
3176,Disney Sing It: Party Hits,Wii,2010.0,Misc,0.48,0.1,0.0,0.04,,tbd,E
3178,Rock Band 3,Wii,2010.0,Misc,0.53,0.06,0.0,0.04,91.0,6.9,T
3217,Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,0.58,0.0,0.0,0.05,,tbd,T
3228,Family Feud: 2010 Edition,Wii,2009.0,Misc,0.58,0.0,0.0,0.04,,tbd,E
3237,Donkey Kong Barrel Blast,Wii,2007.0,Racing,0.19,0.26,0.11,0.06,46.0,6.8,E
3247,Red Steel 2,Wii,2010.0,Shooter,0.35,0.2,0.01,0.06,80.0,8.6,T
3259,DJ Hero 2,Wii,2010.0,Misc,0.48,0.09,0.0,0.04,88.0,7.5,T
3274,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,0.56,0.0,0.0,0.04,,5.5,E
3281,The Black Eyed Peas Experience,Wii,2011.0,Misc,0.37,0.19,0.0,0.06,,tbd,T
3285,Metroid Prime: Trilogy,Wii,2009.0,Shooter,0.42,0.05,0.0,0.14,91.0,9.3,T
3320,Pac-Man Party,Wii,2010.0,Misc,0.47,0.08,0.01,0.04,59.0,5.9,E10+
