,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
2772,Unreal Championship,XB,2002.0,Shooter,0.59,0.12,0.0,0.03,83.0,8.2,M
2803,Oddworld: Munch's Oddysee,XB,2001.0,Platform,0.54,0.16,0.0,0.03,80.0,8.7,T
2810,Full Spectrum Warrior,XB,2004.0,Strategy,0.54,0.16,0.0,0.03,84.0,8.7,M
2832,Dead to Rights,XB,2002.0,Shooter,0.53,0.17,0.0,0.03,73.0,8.9,M
2861,The Lord of the Rings: The Two Towers,XB,2002.0,Action,0.45,0.24,0.0,0.03,79.0,8.1,T
2862,Madden NFL 2003,XB,2002.0,Sports,0.67,0.02,0.0,0.03,92.0,8.3,E
2874,Conker: Live And Reloaded,XB,2005.0,Adventure,0.49,0.2,0.0,0.02,,,
2894,Doom 3: Resurrection of Evil,XB,2005.0,Shooter,0.53,0.15,0.0,0.03,77.0,7.9,M
2904,Star Wars: Obi-Wan,XB,2001.0,Action,0.52,0.16,0.0,0.02,58.0,5.9,T
2912,Jade Empire,XB,2005.0,Role-Playing,0.48,0.19,0.0,0.03,89.0,8.6,M
2941,Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,0.54,0.13,0.0,0.02,89.0,7.4,M
2972,NBA Street Vol. 2,XB,2003.0,Sports,0.62,0.04,0.0,0.02,89.0,8.8,E
2976,NCAA Football 2005,XB,2004.0,Sports,0.63,0.02,0.0,0.03,89.0,8,E
2983,Mercenaries: Playground of Destruction,XB,2005.0,Action,0.54,0.11,0.0,0.03,,,
2987,FIFA Soccer 06,XB,2005.0,Sports,0.29,0.38,0.0,0.01,80.0,7.5,E
2988,Fight Night 2004,XB,2004.0,Fighting,0.51,0.15,0.0,0.02,85.0,8.7,T
2996,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,0.49,0.16,0.0,0.02,84.0,8.8,M
3002,Fight Night Round 2004,XB,2004.0,Fighting,0.46,0.18,0.0,0.03,,,
3008,Star Wars: Republic Commando,XB,2005.0,Shooter,0.48,0.17,0.0,0.02,78.0,8.9,T
3029,NFL Street,XB,2004.0,Sports,0.49,0.15,0.0,0.02,81.0,8.8,E
3046,Finding Nemo,XB,2003.0,Action,0.48,0.16,0.0,0.02,63.0,tbd,E
3080,Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,0.49,0.14,0.0,0.02,88.0,8,M
3135,Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,0.47,0.15,0.0,0.02,84.0,8.4,M
3142,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,0.43,0.19,0.0,0.02,83.0,7.4,T
3144,NBA Live 06,XB,2005.0,Sports,0.57,0.04,0.0,0.03,79.0,6.4,E
3152,TimeSplitters 2,XB,2002.0,Shooter,0.29,0.33,0.0,0.01,88.0,7.7,T
3180,Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,0.41,0.19,0.0,0.03,78.0,8.8,T
3183,FIFA Soccer 2003,XB,2002.0,Sports,0.2,0.4,0.0,0.04,88.0,7.7,E
3223,Metal Gear Solid 2: Substance,XB,,Action,0.38,0.22,0.0,0.03,87.0,8.5,M
3224,Tony Hawk's American Wasteland,XB,2005.0,Sports,0.4,0.2,0.0,0.03,77.0,7.7,T
3232,Tiger Woods PGA Tour 2004,XB,2003.0,Sports,0.47,0.13,0.0,0.02,89.0,8.2,E
3276,NFL Fever 2003,XB,2002.0,Sports,0.46,0.13,0.0,0.02,72.0,8.6,E
3298,Half-Life 2,XB,2005.0,Shooter,0.37,0.21,0.0,0.03,90.0,8.6,M
3331,Fight Night Round 2,XB,2005.0,Fighting,0.42,0.16,0.0,0.02,88.0,8.8,T
3396,MVP Baseball 2004,XB,2004.0,Sports,0.44,0.13,0.0,0.02,90.0,8.5,E
3406,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,0.36,0.08,0.14,0.02,73.0,7.8,M
3463,Prince of Persia: The Two Thrones,XB,2005.0,Action,0.33,0.22,0.0,0.03,85.0,8.4,M
3486,Madden NFL 2002,XB,,Sports,0.53,0.02,0.0,0.03,90.0,8.1,E
3490,Far Cry Instincts,XB,2005.0,Shooter,0.32,0.24,0.0,0.02,85.0,5.7,M
3518,Blood Wake,XB,2001.0,Shooter,0.43,0.12,0.0,0.02,71.0,7.5,T
3525,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,0.42,0.11,0.02,0.02,74.0,5.2,T
3530,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,0.45,0.1,0.0,0.02,70.0,8.9,E
3539,RalliSport Challenge,XB,2002.0,Racing,0.39,0.16,0.0,0.02,87.0,8.3,E
3563,The Sims: Bustin' Out,XB,2003.0,Simulation,0.4,0.14,0.0,0.02,81.0,8.9,T
3575,Battlefield 2: Modern Combat,XB,2005.0,Shooter,0.39,0.15,0.0,0.02,80.0,8.2,T
3584,WWE Raw 2,XB,2003.0,Fighting,0.43,0.11,0.0,0.02,68.0,7.3,T
3599,Blinx: The Time Sweeper,XB,2002.0,Platform,0.39,0.15,0.0,0.02,71.0,8,E
3602,Major League Baseball 2K5,XB,2005.0,Sports,0.52,0.02,0.0,0.02,81.0,8.2,E
3615,NCAA Football 07,XB,2006.0,Sports,0.42,0.12,0.0,0.01,88.0,6.9,E
3624,The Godfather (old US sales),XB,2006.0,Action,0.42,0.11,0.0,0.02,,,
3627,WWF Raw,XB,2002.0,Fighting,0.4,0.13,0.0,0.02,68.0,6.6,T
3642,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,0.34,0.18,0.0,0.02,93.0,8.4,T
3655,Shrek 2,XB,2004.0,Platform,0.4,0.13,0.0,0.02,72.0,8.4,E
3667,Turok: Evolution,XB,2002.0,Shooter,0.39,0.14,0.0,0.02,68.0,6.7,M
3674,Red Dead Revolver,XB,2004.0,Shooter,0.4,0.12,0.0,0.02,74.0,8.5,M
3683,The SpongeBob SquarePants Movie,XB,2004.0,Platform,0.4,0.12,0.0,0.02,74.0,8.5,E
3686,FIFA Soccer 07,XB,2006.0,Sports,0.16,0.35,0.0,0.04,,,
3692,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,0.42,0.11,0.0,0.02,82.0,8.8,E
3704,Def Jam: Fight for NY,XB,,Fighting,0.43,0.1,0.0,0.02,84.0,8.5,M
3722,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,0.46,0.06,0.0,0.02,74.0,9.2,T
3761,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,0.4,0.11,0.0,0.02,,,
3765,Blitz: The League,XB,2004.0,Sports,0.4,0.11,0.0,0.02,78.0,7.7,M
3775,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,0.34,0.17,0.0,0.02,82.0,8.5,T
3776,Burnout Revenge,XB,2005.0,Racing,0.32,0.19,0.0,0.01,89.0,8.4,E10+
3777,Medal of Honor: European Assault,XB,2005.0,Shooter,0.32,0.19,0.0,0.02,72.0,7,T
3779,The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,0.31,0.19,0.0,0.03,59.0,6.6,T
3836,NCAA Football 2003,XB,2002.0,Sports,0.39,0.11,0.0,0.02,90.0,8.2,E
3854,Gun,XB,2005.0,Shooter,0.38,0.12,0.0,0.02,79.0,7.8,M
3870,NFL 2K3,XB,2002.0,Sports,0.38,0.11,0.0,0.02,,,
3907,NBA Live 2004,XB,2003.0,Sports,0.44,0.04,0.0,0.02,85.0,8.2,E
3923,World Championship Poker,XB,2004.0,Misc,0.37,0.11,0.0,0.02,66.0,tbd,E
3928,NBA Ballers,XB,2004.0,Sports,0.37,0.11,0.0,0.02,82.0,8.1,E
3945,Midnight Club II,XB,2003.0,Racing,0.42,0.06,0.0,0.02,86.0,7.6,T
3978,Dead or Alive Ultimate,XB,2004.0,Fighting,0.3,0.1,0.08,0.02,83.0,8.7,M
4030,GoldenEye: Rogue Agent,XB,2004.0,Shooter,0.34,0.13,0.0,0.02,61.0,7.2,T
4038,Scarface: The World is Yours,XB,2006.0,Action,0.37,0.11,0.0,0.02,76.0,8.4,M
4061,Pac-Man World 2,XB,2002.0,Action,0.36,0.11,0.0,0.02,66.0,tbd,E
4078,NFL Street 2,XB,2004.0,Sports,0.36,0.11,0.0,0.02,78.0,6.5,E
4119,Tiger Woods PGA Tour 06,XB,2005.0,Sports,0.35,0.11,0.0,0.02,81.0,5.1,E
4175,Need for Speed Carbon,XB,2006.0,Racing,0.35,0.1,0.0,0.02,74.0,7.4,E10+
4215,Destroy All Humans!,XB,2005.0,Shooter,0.34,0.11,0.0,0.02,,,
4269,Top Spin,XB,2003.0,Sports,0.36,0.08,0.0,0.02,89.0,8.2,E
4284,NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,0.34,0.1,0.0,0.02,86.0,tbd,E
4294,The Chronicles of Riddick: Escape from Butcher Bay,XB,,Shooter,0.32,0.11,0.0,0.02,89.0,8.9,M
4308,Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,0.34,0.1,0.0,0.02,76.0,8.7,T
4349,WWE WrestleMania 21,XB,2005.0,Fighting,0.34,0.1,0.0,0.02,56.0,6.9,T
4355,ATV Quad Power Racing 2,XB,2003.0,Racing,0.36,0.07,0.0,0.01,68.0,tbd,E
4381,World Soccer Winning Eleven 9,XB,2005.0,Sports,0.06,0.33,0.02,0.03,89.0,7.9,E
4389,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,0.3,0.12,0.0,0.02,84.0,8.7,T
4396,The Godfather (US sales),XB,2006.0,Action,0.33,0.1,0.0,0.02,,,
4399,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,0.35,0.08,0.0,0.01,88.0,8.5,E
4401,50 Cent: Bulletproof,XB,2005.0,Action,0.33,0.1,0.0,0.02,50.0,5.9,M
4407,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,0.33,0.1,0.0,0.02,85.0,8.6,E10+
4428,MX Unleashed,XB,2004.0,Racing,0.34,0.08,0.0,0.02,81.0,9.3,E
4464,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,0.35,0.07,0.0,0.02,78.0,5.2,T
4478,SSX Tricky,XB,2001.0,Sports,0.32,0.09,0.0,0.02,88.0,8.5,E
4486,NCAA Football 2004,XB,2003.0,Sports,0.4,0.02,0.0,0.02,88.0,8.8,E
4537,Midway Arcade Treasures,XB,2003.0,Misc,0.33,0.08,0.0,0.01,74.0,tbd,T
4558,The Sims,XB,2003.0,Simulation,0.31,0.1,0.0,0.01,84.0,6.9,T
4580,ESPN NHL 2K5,XB,2004.0,Sports,0.32,0.09,0.0,0.02,88.0,8.5,E
4597,Test Drive,XB,2002.0,Racing,0.35,0.05,0.0,0.02,71.0,8.7,T
4611,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.32,0.09,0.0,0.02,78.0,7.1,E
4632,Black,XB,2006.0,Shooter,0.31,0.09,0.0,0.01,77.0,8,M
4633,Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,0.31,0.09,0.0,0.01,,,
4641,Lord of the Rings: The Third Age,XB,2004.0,Role-Playing,0.31,0.09,0.0,0.01,,,
4652,Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,0.3,0.1,0.0,0.02,76.0,tbd,T
4671,Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,0.26,0.13,0.0,0.02,74.0,6.6,M
4820,MX vs. ATV Unleashed,XB,2005.0,Racing,0.32,0.07,0.0,0.01,80.0,8.3,E
4838,NBA Live 2002,XB,2001.0,Sports,0.35,0.03,0.0,0.02,76.0,7.5,E
4861,Ultimate Spider-Man,XB,2005.0,Action,0.26,0.11,0.0,0.02,77.0,7.4,T
4882,The House of The Dead III,XB,2002.0,Shooter,0.29,0.08,0.0,0.01,72.0,7.3,M
4904,SSX 3,XB,2003.0,Sports,0.29,0.08,0.0,0.01,92.0,8.7,E
4941,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005.0,Shooter,0.29,0.08,0.0,0.01,84.0,7.2,T
4968,ESPN College Hoops 2K5,XB,2004.0,Sports,0.29,0.08,0.0,0.01,86.0,8.3,E
5022,Hunter: The Reckoning,XB,2002.0,Action,0.28,0.08,0.0,0.01,79.0,8.9,M
5053,Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,0.28,0.08,0.0,0.01,75.0,8.6,E10+
5078,NBA Inside Drive 2002,XB,2002.0,Sports,0.28,0.08,0.0,0.01,76.0,tbd,E
5156,NBA Live 2003,XB,,Sports,0.31,0.04,0.0,0.01,82.0,8.8,E
5199,NBA 2K6,XB,2005.0,Action,0.27,0.08,0.0,0.01,84.0,8.7,E
5210,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,0.27,0.08,0.0,0.01,81.0,7.5,T
5216,ESPN NFL Football,XB,2003.0,Sports,0.27,0.08,0.0,0.01,91.0,8.9,E
5234,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,0.27,0.08,0.0,0.01,77.0,7.2,E
5244,Shrek,XB,2001.0,Platform,0.25,0.1,0.0,0.01,49.0,5.4,T
5271,Cabela's Dangerous Hunts,XB,2003.0,Sports,0.26,0.08,0.0,0.01,,9.1,T
5304,Xbox Music Mixer,XB,2003.0,Misc,0.26,0.08,0.0,0.01,49.0,tbd,E
5371,Hitman: Contracts,XB,2004.0,Shooter,0.26,0.07,0.0,0.01,78.0,8.8,M
5384,The Urbz: Sims in the City,XB,2004.0,Simulation,0.22,0.11,0.0,0.01,70.0,6.5,T
5399,MVP 06 NCAA Baseball,XB,2006.0,Sports,0.25,0.07,0.0,0.01,75.0,8.6,E
5410,Spy Hunter,XB,2002.0,Racing,0.25,0.07,0.0,0.01,71.0,tbd,T
5429,Delta Force: Black Hawk Down,XB,2005.0,Shooter,0.25,0.07,0.0,0.01,61.0,6.6,T
5435,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,0.21,0.11,0.0,0.01,66.0,6,T
5458,Hulk,XB,2003.0,Action,0.25,0.07,0.0,0.01,69.0,7.7,T
5461,Deus Ex: Invisible War,XB,2003.0,Shooter,0.25,0.07,0.0,0.01,84.0,7.6,M
5463,NASCAR Thunder 2002,XB,2001.0,Racing,0.25,0.07,0.0,0.01,82.0,tbd,E
5487,Fight Night Round 3,XB,2006.0,Fighting,0.26,0.06,0.0,0.01,83.0,9,T
5542,Major League Baseball 2K6,XB,2006.0,Sports,0.24,0.07,0.0,0.01,71.0,5.7,E
5574,NBA Street V3,XB,2005.0,Sports,0.28,0.03,0.0,0.01,89.0,8.9,E
5650,NBA 2K3,XB,2002.0,Sports,0.24,0.07,0.0,0.01,87.0,7.9,E
5659,NFL Fever 2004,XB,2003.0,Sports,0.24,0.07,0.0,0.01,74.0,8.8,E
5669,Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,0.24,0.07,0.0,0.01,81.0,7.9,M
5687,Shenmue II,XB,2002.0,Adventure,0.22,0.08,0.0,0.01,80.0,9.3,T
5701,Crash Nitro Kart,XB,2003.0,Racing,0.24,0.07,0.0,0.01,70.0,8.9,E
5715,NBA Inside Drive 2003,XB,2002.0,Sports,0.23,0.07,0.0,0.01,72.0,7.8,E
5724,Yu-Gi-Oh! The Dawn of Destiny,XB,2004.0,Strategy,0.23,0.07,0.0,0.01,,,
5726,The Matrix: Path of Neo,XB,2005.0,Action,0.23,0.07,0.0,0.01,73.0,7.3,T
5729,Mortal Kombat: Shaolin Monks,XB,2005.0,Action,0.23,0.07,0.0,0.01,78.0,6.6,M
5748,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,0.23,0.07,0.0,0.01,85.0,8.6,M
5769,Star Wars Jedi Knight II: Jedi Outcast,XB,,Shooter,0.23,0.07,0.0,0.01,81.0,6.8,T
5784,Midway Arcade Treasures 2,XB,2004.0,Misc,0.24,0.05,0.0,0.01,74.0,7.4,M
5811,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,0.23,0.07,0.0,0.01,32.0,2.4,T
5824,Midtown Madness 3,XB,2003.0,Racing,0.23,0.07,0.0,0.01,76.0,8.3,E
5923,Teenage Mutant Ninja Turtles,XB,2003.0,Action,0.22,0.06,0.0,0.01,56.0,8.4,E
5929,AMF Bowling 2004,XB,2003.0,Sports,0.22,0.06,0.0,0.01,48.0,4.4,
5949,Outlaw Golf,XB,2002.0,Sports,0.22,0.06,0.0,0.01,72.0,6.9,T
5987,Area 51,XB,2005.0,Shooter,0.22,0.06,0.0,0.01,72.0,8.1,M
6023,Madden NFL 08,XB,2007.0,Sports,0.22,0.06,0.0,0.01,76.0,6,E
6027,Pirates of the Caribbean,XB,2003.0,Role-Playing,0.22,0.06,0.0,0.01,65.0,7.4,T
6030,The Punisher,XB,2005.0,Action,0.22,0.06,0.0,0.01,,,
6078,Links 2004,XB,2003.0,Sports,0.21,0.06,0.0,0.01,80.0,9,E
6098,The Warriors,XB,2005.0,Action,0.21,0.06,0.0,0.01,85.0,8.2,M
6102,Street Hoops,XB,2002.0,Sports,0.21,0.06,0.0,0.01,58.0,8,T
6114,Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,0.21,0.06,0.0,0.01,58.0,7.5,T
6133,Unreal Championship 2: The Liandri Conflict,XB,,Shooter,0.22,0.05,0.0,0.01,85.0,8.2,M
6134,Kung Fu Chaos,XB,2003.0,Fighting,0.21,0.06,0.0,0.01,68.0,8.5,T
6155,Conflict: Desert Storm II - Back to Bagdhad,XB,2003.0,Shooter,0.21,0.06,0.0,0.01,,,
6179,NCAA March Madness 2005,XB,2004.0,Sports,0.21,0.06,0.0,0.01,80.0,7.8,E
6190,Silent Hill 2: Restless Dreams,XB,2001.0,Action,0.21,0.06,0.0,0.01,84.0,8.3,M
6213,Madagascar,XB,2005.0,Platform,0.21,0.06,0.0,0.01,71.0,tbd,E10+
6229,True Crime: New York City,XB,2005.0,Action,0.21,0.06,0.0,0.01,60.0,7.8,M
6251,Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,0.21,0.06,0.0,0.01,65.0,6.5,M
6265,NHL Hitz 20-02,XB,2001.0,Sports,0.2,0.06,0.0,0.01,79.0,8.7,E
6303,RalliSport Challenge 2,XB,2004.0,Racing,0.18,0.08,0.0,0.01,87.0,9.1,E
6320,NASCAR 06: Total Team Control,XB,2005.0,Racing,0.2,0.06,0.0,0.01,79.0,5.9,E
6324,NHL 2002,XB,2001.0,Sports,0.2,0.06,0.0,0.01,89.0,8.8,E
6344,Fantastic 4,XB,2005.0,Action,0.2,0.06,0.0,0.01,62.0,6.6,T
6361,NASCAR Thunder 2003,XB,2002.0,Racing,0.2,0.06,0.0,0.01,84.0,tbd,E
6386,Knockout Kings 2002,XB,2002.0,Sports,0.2,0.06,0.0,0.01,78.0,7.9,T
