,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
265,Fable II,X360,2008.0,Role-Playing,2.51,1.24,0.11,0.41,89.0,6.5,M
271,FIFA 14,X360,2013.0,Sports,0.92,2.89,0.01,0.4,84.0,4.2,E
277,Assassin's Creed: Revelations,X360,2011.0,Action,2.25,1.47,0.04,0.43,80.0,7.2,M
278,FIFA 12,X360,2011.0,Sports,0.84,2.78,0.02,0.53,,,
292,Fallout: New Vegas,X360,2010.0,Role-Playing,2.66,1.03,0.04,0.33,84.0,8.1,M
293,Forza Motorsport 2,X360,2007.0,Racing,2.35,1.27,0.03,0.41,90.0,8.3,E
302,Left 4 Dead 2,X360,2009.0,Shooter,2.67,0.87,0.05,0.38,89.0,8.6,M
329,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,2.4,1.01,0.0,0.36,77.0,7.5,E10+
369,FIFA Soccer 11,X360,2010.0,Sports,0.71,2.39,0.02,0.4,88.0,7.5,E
371,Left 4 Dead,X360,2008.0,Shooter,2.66,0.49,0.05,0.3,89.0,7.9,M
375,Resident Evil 5,X360,2009.0,Action,2.11,0.93,0.12,0.34,83.0,7.5,M
376,Assassin's Creed: Brotherhood,X360,2010.0,Action,2.85,0.38,0.03,0.24,89.0,8.3,M
379,Batman: Arkham Asylum,X360,2009.0,Action,2.2,0.95,0.02,0.31,92.0,8.7,T
380,Battlefield 4,X360,2013.0,Shooter,2.15,1.01,0.02,0.31,79.0,5.6,M
381,Battlefield: Bad Company 2,X360,2010.0,Shooter,2.1,1.01,0.04,0.32,88.0,8.6,M
386,Borderlands,X360,2009.0,Shooter,2.4,0.71,0.03,0.29,84.0,8.2,M
397,LEGO Batman: The Videogame,X360,2008.0,Action,2.04,1.02,0.0,0.32,76.0,7.9,E10+
410,Assassin's Creed IV: Black Flag,X360,2013.0,Action,1.9,1.11,0.01,0.29,86.0,7.9,M
432,Dance Central,X360,2010.0,Misc,2.15,0.76,0.01,0.26,82.0,7.6,T
450,Mass Effect 2,X360,2010.0,Role-Playing,1.99,0.81,0.03,0.27,96.0,8.9,M
459,Borderlands 2,X360,2012.0,Shooter,1.89,0.88,0.04,0.25,89.0,8.2,M
461,Kung Fu Panda,X360,2008.0,Action,1.91,0.84,0.0,0.29,75.0,7.4,E10+
462,Mass Effect 3,X360,2012.0,Role-Playing,1.94,0.84,0.03,0.24,93.0,5.8,M
465,Saints Row 2,X360,2008.0,Action,1.94,0.79,0.02,0.28,81.0,8.1,M
471,Far Cry 3,X360,2012.0,Shooter,1.38,1.32,0.02,0.28,91.0,8.6,M
473,NBA 2K13,X360,2012.0,Sports,2.6,0.2,0.01,0.19,88.0,7.2,E
490,Street Fighter IV,X360,2009.0,Fighting,1.82,0.7,0.15,0.26,93.0,7.3,T
494,FIFA 15,X360,2014.0,Sports,0.79,1.92,0.0,0.21,,4.2,E
496,Mass Effect,X360,2007.0,Role-Playing,1.83,0.79,0.03,0.27,91.0,8.7,M
499,Sega Superstars Tennis,X360,2008.0,Sports,1.75,0.86,0.0,0.28,67.0,6.8,E10+
507,Madden NFL 13,X360,2012.0,Sports,2.53,0.15,0.0,0.17,81.0,5.8,E
514,Madden NFL 10,X360,2009.0,Sports,2.52,0.09,0.0,0.22,85.0,6.1,E
516,BioShock,X360,2007.0,Shooter,1.65,0.85,0.05,0.28,96.0,8.9,M
542,Star Wars: The Force Unleashed,X360,2008.0,Action,1.74,0.77,0.0,0.26,73.0,6.7,T
545,Saints Row: The Third,X360,2011.0,Action,1.25,1.14,0.07,0.3,84.0,7.6,M
556,L.A. Noire,X360,2011.0,Adventure,1.52,0.92,0.02,0.24,89.0,7.8,M
557,Call of Duty 3,X360,2006.0,Shooter,1.49,0.92,0.02,0.27,82.0,6.5,T
558,Madden NFL 12,X360,2011.0,Sports,2.42,0.11,0.0,0.16,78.0,5.9,E
561,Madden NFL 11,X360,2010.0,Sports,2.38,0.12,0.0,0.18,84.0,5.7,E
570,Guitar Hero: World Tour,X360,2008.0,Misc,1.78,0.63,0.0,0.25,85.0,6.3,T
580,Skate 3,X360,2010.0,Sports,1.47,0.93,0.0,0.24,80.0,8,T
582,Halo Wars,X360,2009.0,Strategy,1.54,0.8,0.04,0.24,82.0,7.2,T
583,NBA 2K12,X360,2011.0,Sports,2.31,0.14,0.01,0.16,90.0,7.7,E
585,FIFA Soccer 10,X360,2009.0,Sports,0.59,1.79,0.01,0.23,90.0,7.5,E
586,Medal of Honor,X360,2010.0,Shooter,1.56,0.8,0.04,0.21,74.0,6.7,M
595,LEGO Star Wars: The Complete Saga,X360,2007.0,Action,1.53,0.81,0.0,0.24,80.0,7.4,E10+
603,Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,1.04,1.22,0.03,0.27,,,
605,Dragon Age: Origins,X360,2009.0,Role-Playing,1.76,0.55,0.03,0.22,86.0,7.9,M
608,Madden NFL 09,X360,2008.0,Sports,2.21,0.12,0.0,0.2,83.0,7,E
612,NBA 2K14,X360,2013.0,Sports,2.1,0.19,0.0,0.23,87.0,4.9,E
619,Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,2.29,0.02,0.0,0.19,82.0,7.5,T
626,Pure,X360,2008.0,Racing,1.38,0.84,0.0,0.25,85.0,7.7,E
627,Rock Band,X360,,Misc,1.93,0.33,0.0,0.21,92.0,8.2,T
644,Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,1.56,0.6,0.02,0.23,82.0,7.8,M
653,Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,1.44,0.7,0.04,0.22,82.0,8.1,M
664,Dead Island,X360,2011.0,Action,1.48,0.69,0.0,0.2,71.0,6.9,M
667,Madden NFL 08,X360,2007.0,Sports,2.18,0.01,0.0,0.18,85.0,6.4,E
669,Zumba Fitness,X360,2010.0,Sports,1.74,0.45,0.0,0.18,42.0,5.5,E
672,Midnight Club: Los Angeles,X360,2008.0,Racing,1.68,0.45,0.01,0.21,81.0,8.5,T
675,Kinect: Disneyland Adventures,X360,2011.0,Misc,1.73,0.43,0.02,0.17,73.0,2.9,E10+
681,Kinect Sports: Season Two,X360,2011.0,Sports,1.38,0.72,0.02,0.22,66.0,6.5,E
701,The Sims 3,X360,2010.0,Simulation,1.27,0.81,0.0,0.2,76.0,7.1,T
724,Madden NFL 25,X360,2013.0,Sports,1.98,0.06,0.0,0.19,80.0,5.6,E
730,LEGO Marvel Super Heroes,X360,2013.0,Action,1.24,0.79,0.0,0.19,80.0,7.6,E10+
737,Guitar Hero II,X360,2007.0,Misc,2.01,0.02,0.0,0.17,92.0,8.1,T
739,Rock Band 2,X360,2008.0,Misc,1.78,0.24,0.0,0.18,92.0,8.3,T
742,Need for Speed: Hot Pursuit,X360,2010.0,Racing,1.03,0.96,0.0,0.21,88.0,7,E10+
744,BioShock 2,X360,2010.0,Shooter,1.45,0.54,0.02,0.19,88.0,8.2,M
751,Saints Row,X360,2006.0,Action,1.17,0.77,0.02,0.22,81.0,7.5,M
759,Final Fantasy XIII,X360,2010.0,Role-Playing,1.28,0.67,0.01,0.21,82.0,6.3,T
791,Mortal Kombat,X360,2011.0,Fighting,1.63,0.31,0.0,0.16,86.0,8.3,M
795,NBA 2K11,X360,2010.0,Action,1.84,0.12,0.01,0.13,89.0,8.1,E
799,Dead Rising,X360,2006.0,Action,1.16,0.64,0.08,0.2,85.0,7.6,M
808,Portal 2,X360,2011.0,Shooter,1.41,0.49,0.01,0.17,95.0,8.5,E10+
816,UFC 2009 Undisputed,X360,2009.0,Fighting,1.48,0.39,0.0,0.19,83.0,7.9,T
824,Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,1.2,0.62,0.04,0.19,,,
826,Need for Speed: ProStreet,X360,2007.0,Racing,1.04,0.79,0.01,0.21,72.0,7.1,E10+
829,Madden NFL 15,X360,2014.0,Sports,1.77,0.06,0.0,0.22,,5.5,E
837,Dance Central 2,X360,2011.0,Misc,1.45,0.41,0.01,0.16,86.0,8.2,T
838,PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,0.48,1.28,0.02,0.25,,,
842,Call of Duty 2,X360,2005.0,Shooter,1.82,0.04,0.01,0.16,89.0,8.1,T
846,Just Dance 3,X360,2011.0,Misc,1.47,0.39,0.0,0.16,70.0,7.7,E10+
871,Forza Horizon,X360,2012.0,Racing,0.82,0.93,0.04,0.18,85.0,8.4,T
872,Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,1.09,0.65,0.02,0.2,88.0,8.3,M
874,Resident Evil 6,X360,2012.0,Shooter,1.12,0.6,0.07,0.16,67.0,5,M
885,FIFA Soccer 09,X360,2008.0,Sports,0.49,1.26,0.01,0.18,87.0,8,E
890,BioShock Infinite,X360,2013.0,Shooter,1.22,0.54,0.02,0.16,93.0,8.5,M
894,Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,1.53,0.23,0.0,0.16,72.0,7.5,T
898,Destiny,X360,2014.0,Shooter,1.31,0.43,0.0,0.18,,4.7,T
905,Need for Speed: Shift,X360,2009.0,Racing,0.73,0.96,0.01,0.22,83.0,6.5,E
910,Tomb Raider (2013),X360,2013.0,Action,0.86,0.84,0.01,0.17,,,
915,Batman: Arkham Origins,X360,2013.0,Action,1.15,0.56,0.0,0.17,74.0,7.5,T
964,The Orange Box,X360,2007.0,Shooter,1.09,0.53,0.02,0.17,96.0,8.9,M
972,Madden NFL 07,X360,2006.0,Sports,1.66,0.0,0.01,0.13,80.0,6,E
1014,Crackdown,X360,2007.0,Shooter,1.0,0.53,0.03,0.18,83.0,8,M
1022,Kinect Star Wars,X360,2012.0,Action,1.05,0.52,0.03,0.14,55.0,3.5,T
1033,Hitman: Absolution,X360,2012.0,Action,0.68,0.88,0.01,0.17,79.0,7.1,M
1041,Dishonored,X360,2012.0,Action,1.06,0.5,0.01,0.14,88.0,7.9,M
1049,Call of Duty: Black Ops 3,X360,2015.0,Shooter,1.14,0.4,0.0,0.16,,,
1071,Need For Speed: Undercover,X360,2008.0,Racing,0.79,0.7,0.01,0.18,64.0,5.9,T
1103,Saints Row IV,X360,2013.0,Action,1.01,0.5,0.01,0.13,81.0,6.5,M
1105,LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,0.9,0.61,0.0,0.15,79.0,7.2,E10+
1113,Need for Speed Carbon,X360,2006.0,Racing,0.76,0.69,0.02,0.18,77.0,6.3,E10+
1118,Army of Two,X360,2008.0,Shooter,1.09,0.37,0.02,0.16,72.0,7.6,M
1130,NBA 2K15,X360,2014.0,Sports,1.35,0.11,0.0,0.17,,3,E
1134,Max Payne 3,X360,2012.0,Shooter,0.86,0.62,0.01,0.13,86.0,7.8,M
1135,Viva Pinata,X360,2006.0,Simulation,0.45,0.95,0.02,0.2,84.0,8,E
1137,Kinectimals,X360,2010.0,Simulation,1.02,0.46,0.0,0.13,74.0,3.1,E
1149,Rage,X360,2011.0,Shooter,0.82,0.6,0.03,0.15,81.0,6.7,M
1155,Just Cause 2,X360,2010.0,Action,0.59,0.83,0.02,0.17,81.0,8,M
1161,Far Cry 2,X360,2008.0,Action,0.71,0.69,0.02,0.18,85.0,6.7,M
1170,SoulCalibur IV,X360,2008.0,Fighting,0.92,0.43,0.07,0.15,85.0,7.9,T
1179,Gears of War: Judgment,X360,2013.0,Shooter,0.92,0.5,0.03,0.12,79.0,5.4,M
1182,FIFA 16,X360,2015.0,Sports,0.57,0.88,0.0,0.12,,2.9,E
1190,Need for Speed: Most Wanted,X360,2012.0,Racing,0.62,0.78,0.01,0.15,83.0,8.5,T
1203,LEGO Harry Potter: Years 1-4,X360,2010.0,Action,0.95,0.46,0.0,0.14,79.0,8,E10+
1209,Mafia II,X360,2010.0,Action,0.85,0.55,0.0,0.15,74.0,7.8,M
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,1.4,0.02,0.02,0.1,90.0,8,T
1243,Dead Space 2,X360,2011.0,Shooter,0.94,0.44,0.0,0.13,90.0,8.6,M
1270,Dead Rising 2,X360,2010.0,Action,0.75,0.52,0.09,0.12,79.0,6.9,M
1285,007: Quantum of Solace,X360,2008.0,Action,0.82,0.51,0.01,0.14,65.0,7.1,T
1288,LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,0.84,0.51,0.0,0.13,75.0,7.8,E10+
1295,Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,0.93,0.4,0.02,0.12,79.0,7.2,M
1296,Fight Night Round 3,X360,2006.0,Fighting,1.33,0.03,0.01,0.1,86.0,8.8,T
1311,Battlefield: Bad Company,X360,2008.0,Shooter,0.81,0.46,0.04,0.15,83.0,7.7,T
1312,Homefront,X360,2011.0,Shooter,0.83,0.48,0.02,0.12,70.0,6,M
1330,Disney Infinity,X360,2013.0,Action,0.97,0.34,0.0,0.13,74.0,6.5,E10+
1334,Star Wars: The Force Unleashed II,X360,2010.0,Action,0.95,0.37,0.0,0.11,61.0,5.7,T
1336,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,0.92,0.38,0.0,0.13,71.0,6.8,T
1337,Kinect Joy Ride,X360,2010.0,Racing,0.92,0.39,0.0,0.12,52.0,5,E
1366,Sonic's Ultimate Genesis Collection,X360,2009.0,Misc,0.85,0.43,0.0,0.13,79.0,8.5,E10+
1371,Diablo III,X360,2013.0,Role-Playing,0.9,0.39,0.0,0.12,87.0,6.6,M
1374,Fight Night Round 4,X360,2009.0,Fighting,0.95,0.33,0.0,0.13,87.0,8.1,T
1377,Dead Space,X360,2008.0,Action,0.89,0.39,0.0,0.13,89.0,8.7,M
1393,Injustice: Gods Among Us,X360,2013.0,Fighting,0.97,0.3,0.0,0.11,81.0,7.9,T
1405,Sonic Generations,X360,2011.0,Platform,0.71,0.53,0.0,0.13,77.0,8.3,E
1409,Deus Ex: Human Revolution,X360,2011.0,Shooter,0.76,0.47,0.02,0.12,89.0,8.3,M
1420,Need for Speed: The Run,X360,2011.0,Action,0.63,0.57,0.0,0.15,68.0,6,T
1422,Titanfall,X360,2014.0,Shooter,0.87,0.34,0.02,0.13,83.0,5.9,M
1433,Burnout Paradise,X360,2008.0,Racing,0.63,0.57,0.01,0.14,88.0,6.9,E10+
1445,FIFA Soccer 08,X360,2007.0,Sports,0.31,0.89,0.01,0.14,82.0,7.9,E
1447,Devil May Cry 4,X360,2008.0,Action,0.79,0.34,0.08,0.13,84.0,8,M
1450,Crysis 2,X360,2011.0,Action,0.71,0.49,0.02,0.12,84.0,7.5,M
1460,Lost Planet: Extreme Condition,X360,2006.0,Shooter,1.09,0.04,0.1,0.1,79.0,7.1,T
1468,Alan Wake,X360,2010.0,Action,0.66,0.5,0.05,0.13,83.0,8.1,T
1478,Skylanders SWAP Force,X360,2013.0,Platform,0.86,0.34,0.0,0.12,83.0,5.7,E10+
1480,UFC Undisputed 2010,X360,2010.0,Fighting,0.9,0.31,0.0,0.11,84.0,6.7,T
1489,Your Shape: Fitness Evolved,X360,2010.0,Sports,0.79,0.41,0.0,0.11,73.0,7.5,E
1503,[Prototype],X360,2009.0,Action,0.84,0.35,0.0,0.12,78.0,7.8,M
1505,The Beatles: Rock Band,X360,2009.0,Misc,0.97,0.23,0.0,0.11,89.0,8.6,T
1510,Skylanders Giants,X360,2012.0,Action,0.75,0.44,0.0,0.11,80.0,6.6,E10+
1514,Tekken 6,X360,2009.0,Fighting,0.71,0.41,0.05,0.12,80.0,7,T
1548,The LEGO Movie Videogame,X360,2014.0,Action,0.69,0.47,0.0,0.11,69.0,7.2,E10+
1556,NBA 2K9,X360,2008.0,Sports,1.0,0.16,0.0,0.11,84.0,7.2,E
1564,WWE '12,X360,2011.0,Fighting,0.74,0.4,0.0,0.12,71.0,6.3,T
1568,WWE '13,X360,2012.0,Action,0.72,0.44,0.0,0.11,78.0,8,T
1586,Watch Dogs,X360,2014.0,Action,0.72,0.41,0.01,0.11,,5,M
1591,Need for Speed: Most Wanted,X360,2005.0,Racing,1.0,0.13,0.02,0.1,83.0,8.5,T
1623,LEGO The Lord of the Rings,X360,2012.0,Action,0.64,0.49,0.0,0.11,80.0,8.5,E10+
1630,Guitar Hero: Aerosmith,X360,2008.0,Misc,1.0,0.13,0.0,0.1,70.0,6.7,T
1714,Just Dance 4,X360,2012.0,Misc,0.9,0.19,0.0,0.09,77.0,7.7,E10+
1744,Mirror's Edge,X360,2008.0,Platform,0.51,0.51,0.01,0.13,79.0,7.6,T
1752,Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,0.7,0.36,0.0,0.1,77.0,7.6,E
1756,Sniper: Ghost Warrior,X360,2010.0,Shooter,0.54,0.5,0.0,0.12,45.0,5.8,M
1765,Medal of Honor: Warfighter,X360,2012.0,Action,0.59,0.45,0.01,0.1,53.0,5.4,M
1811,Guitar Hero 5,X360,2009.0,Misc,0.65,0.37,0.0,0.11,85.0,6.8,T
1827,Rocksmith,X360,2011.0,Misc,0.84,0.19,0.01,0.08,77.0,8.2,T
1833,Crackdown 2,X360,2010.0,Shooter,0.63,0.36,0.02,0.1,70.0,6,M
1835,Dragon Age II,X360,2011.0,Action,0.72,0.29,0.01,0.09,79.0,4.5,M
1847,WWE 2K14,X360,2013.0,Sports,0.64,0.37,0.0,0.1,75.0,7.7,T
1869,Medal of Honor: Airborne,X360,2007.0,Shooter,0.45,0.52,0.01,0.12,73.0,6.7,T
1872,NCAA Football 14,X360,2013.0,Sports,1.01,0.0,0.0,0.08,77.0,5.8,E
1884,Sonic Free Riders,X360,2010.0,Racing,0.74,0.25,0.0,0.09,47.0,2.1,E
1889,NCAA Football 13,X360,2012.0,Action,1.02,0.0,0.0,0.07,76.0,5.5,E
1890,Skate 2,X360,2009.0,Sports,0.82,0.17,0.01,0.09,84.0,8,T
1905,Disney Infinity 2.0: Marvel Super Heroes,X360,2014.0,Action,0.64,0.34,0.0,0.1,,,
1911,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,0.51,0.47,0.0,0.09,69.0,7.3,E10+
1923,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,0.79,0.18,0.03,0.07,,,
1924,Tomb Raider: Underworld,X360,2008.0,Action,0.53,0.42,0.01,0.11,76.0,6.6,T
1926,Pro Evolution Soccer 2008,X360,2007.0,Sports,0.08,0.9,0.04,0.05,76.0,7.8,E
1933,Red Dead Redemption: Undead Nightmare,X360,2010.0,Action,0.57,0.38,0.02,0.1,,7.6,M
1943,DJ Hero,X360,2009.0,Misc,0.56,0.39,0.0,0.11,84.0,8,T
1944,Bully: Scholarship Edition,X360,2008.0,Action,0.53,0.4,0.03,0.11,80.0,8.3,T
1951,Aliens vs Predator,X360,2010.0,Shooter,0.55,0.4,0.0,0.11,64.0,7.3,M
1957,Darksiders,X360,2010.0,Action,0.67,0.28,0.01,0.1,83.0,7.9,M
1958,Mercenaries 2: World in Flames,X360,2008.0,Shooter,0.65,0.3,0.01,0.1,72.0,7.2,T
1985,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,0.56,0.37,0.01,0.1,80.0,8.4,T
1996,Sonic the Hedgehog,X360,2006.0,Platform,0.44,0.48,0.0,0.11,46.0,4.4,E10+
1999,The Simpsons Game,X360,2007.0,Action,0.54,0.39,0.0,0.11,71.0,7.7,T
2001,Brink,X360,2011.0,Shooter,0.59,0.35,0.01,0.09,68.0,5.8,T
2005,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,0.54,0.39,0.0,0.09,73.0,7,E10+
2025,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,0.87,0.05,0.02,0.08,86.0,8.1,T
2031,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,0.62,0.31,0.0,0.09,71.0,7.4,E10+
2033,Bulletstorm,X360,2011.0,Shooter,0.61,0.32,0.01,0.08,84.0,7.6,M
2044,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,0.69,0.04,0.22,0.06,80.0,7.9,T
2049,Ninja Gaiden II,X360,2008.0,Action,0.65,0.22,0.05,0.1,81.0,8,M
2050,Assassin's Creed: Rogue,X360,2014.0,Action,0.58,0.34,0.0,0.09,72.0,7.3,M
2053,Prince of Persia,X360,2008.0,Action,0.54,0.34,0.02,0.1,81.0,7,T
2068,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,0.13,0.76,0.03,0.09,,,
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,0.08,0.9,0.02,0.0,,,
2077,Just Dance 2014,X360,2013.0,Misc,0.72,0.17,0.0,0.1,79.0,7.8,E10+
2078,NCAA Football 12,X360,2011.0,Sports,0.94,0.0,0.0,0.06,82.0,6.6,E
2080,UFC Undisputed 3,X360,2012.0,Action,0.72,0.2,0.0,0.08,85.0,7.6,T
2091,Dark Souls,X360,2011.0,Role-Playing,0.64,0.27,0.0,0.09,89.0,8.4,M
2107,Dead Space 3,X360,2013.0,Action,0.64,0.26,0.0,0.08,78.0,6.4,M
2110,Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,0.57,0.32,0.01,0.08,82.0,7.5,M
2112,NBA 2K10,X360,2009.0,Sports,0.88,0.02,0.0,0.08,82.0,7.6,E
2114,Madden NFL 16,X360,2015.0,Sports,0.85,0.02,0.0,0.1,,5.1,E
2118,Brutal Legend,X360,2009.0,Action,0.62,0.26,0.0,0.09,82.0,8,M
2130,Skylanders: Spyro's Adventure,X360,2011.0,Action,0.53,0.34,0.0,0.1,78.0,5.2,E10+
2132,LEGO Harry Potter: Years 5-7,X360,,Action,0.51,0.37,0.0,0.09,77.0,7.9,E10+
2161,Sonic Unleashed,X360,2008.0,Platform,0.54,0.32,0.0,0.09,60.0,7.8,E10+
2177,Army of Two: The 40th Day,X360,2010.0,Shooter,0.62,0.24,0.0,0.09,73.0,7.3,M
2183,NBA 2K16,X360,2015.0,Sports,0.79,0.05,0.0,0.1,,3.2,E
2191,Rocksmith 2014,X360,2013.0,Misc,0.69,0.16,0.0,0.09,,,
2199,NCAA Football 10,X360,2009.0,Sports,0.87,0.0,0.0,0.07,83.0,6.7,E
2225,Bayonetta,X360,2009.0,Action,0.51,0.25,0.09,0.08,90.0,8,M
2230,Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,0.36,0.45,0.02,0.1,77.0,7.8,M
2233,Wipeout: In The Zone,X360,2011.0,Misc,0.87,0.0,0.0,0.06,39.0,5.6,E10+
2242,NCAA Football 11,X360,2010.0,Sports,0.86,0.0,0.0,0.06,86.0,7.1,E
2249,South Park: The Stick of Truth,X360,2014.0,Role-Playing,0.58,0.26,0.0,0.09,82.0,8.4,M
2256,Dante's Inferno,X360,2010.0,Action,0.63,0.2,0.02,0.07,73.0,7.7,M
2258,WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,0.58,0.26,0.0,0.08,79.0,7.1,T
2262,Blue Dragon,X360,2006.0,Role-Playing,0.3,0.32,0.21,0.08,79.0,7.8,T
2272,Tom Clancy's EndWar,X360,2008.0,Strategy,0.58,0.24,0.01,0.09,77.0,7.2,T
2289,Lost Odyssey,X360,2007.0,Role-Playing,0.45,0.26,0.11,0.08,78.0,8.3,T
2294,Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,0.68,0.15,0.0,0.08,73.0,7.3,T
2296,Crysis 3,X360,2013.0,Shooter,0.51,0.31,0.01,0.08,76.0,6.7,M
2297,Far Cry 4,X360,2014.0,Shooter,0.45,0.37,0.0,0.08,,7,M
2298,The Witcher 2: Assassins of Kings,X360,2012.0,Action,0.48,0.32,0.02,0.08,88.0,8.3,M
2315,Skylanders: Trap Team,X360,2014.0,Action,0.54,0.27,0.0,0.08,,tbd,E10+
2322,The Biggest Loser: Ultimate Workout,X360,2010.0,Sports,0.73,0.1,0.0,0.06,68.0,tbd,E
2326,FIFA Street,X360,2012.0,Sports,0.17,0.62,0.0,0.1,77.0,6.7,E
2335,Lego Batman 3: Beyond Gotham,X360,2014.0,Action,0.48,0.33,0.0,0.08,,6.8,E10+
2358,F1 2010,X360,2010.0,Racing,0.18,0.59,0.01,0.1,84.0,7.5,E
