,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
15841,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014.0,Shooter,0.02,0.0,0.0,0.0,,tbd,T
15917,Puyo Puyo Tetris,WiiU,2014.0,Puzzle,0.0,0.0,0.02,0.0,,,
15985,Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,0.0,0.0,0.02,0.0,,,
16267,The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,0.0,0.01,0.0,0.0,,tbd,T
16300,Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,0.0,0.01,0.0,0.0,,2.8,E
16376,Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16412,Legend of Kay Anniversary,WiiU,2015.0,Action,0.0,0.01,0.0,0.0,67.0,7.1,E10+
16420,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,0.0,0.0,0.01,0.0,70.0,7.4,E
16510,Art Academy: Home Studio,WiiU,2015.0,Misc,0.0,0.0,0.01,0.0,82.0,8.3,E
16652,Fast Racing Neo ,WiiU,2016.0,Action,0.0,0.01,0.0,0.0,81.0,8.5,E
